epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4553,0.3182,0.3746,0.2732,0.2567,0.2647,0.5979,0.3677,0.4554,0.2308,0.1148,0.1533,407,894,1279,2026-01-19T12:48:26.371724
1,test,0.4453,0.2923,0.3529,0.3248,0.3063,0.3153,0.4603,0.2117,0.2900,0.2529,0.1254,0.1676,354,795,1211,2026-01-19T12:50:38.655663
2,dev,0.5350,0.4715,0.5012,0.3304,0.3371,0.3337,0.5764,0.5677,0.5720,0.3029,0.1721,0.2195,603,1127,1279,2026-01-19T13:10:43.677442
2,test,0.5352,0.4525,0.4904,0.3908,0.3917,0.3913,0.4740,0.3990,0.4333,0.3488,0.2187,0.2688,548,1024,1211,2026-01-19T13:12:56.003273
3,dev,0.5374,0.5559,0.5465,0.3919,0.4085,0.4000,0.6220,0.6086,0.6152,0.2828,0.3060,0.2940,711,1323,1279,2026-01-19T13:33:00.890628
3,test,0.5391,0.5409,0.5400,0.4343,0.4486,0.4413,0.5387,0.4745,0.5045,0.3235,0.3499,0.3361,655,1215,1211,2026-01-19T13:35:13.502520
4,dev,0.5517,0.5590,0.5553,0.4112,0.4085,0.4099,0.6203,0.6323,0.6262,0.2981,0.3005,0.2993,715,1296,1279,2026-01-19T13:55:18.451849
4,test,0.5477,0.5409,0.5442,0.4820,0.4683,0.4750,0.5381,0.4988,0.5177,0.3139,0.3294,0.3215,655,1196,1211,2026-01-19T13:57:31.073616
5,dev,0.5682,0.5668,0.5675,0.4085,0.4487,0.4277,0.6357,0.6043,0.6196,0.3363,0.3087,0.3219,725,1276,1279,2026-01-19T14:17:36.288462
5,test,0.5725,0.5607,0.5665,0.4582,0.5033,0.4797,0.5833,0.4769,0.5248,0.3776,0.3732,0.3754,679,1186,1211,2026-01-19T14:19:48.785373
6,dev,0.6021,0.5950,0.5985,0.4369,0.4866,0.4604,0.6274,0.6301,0.6288,0.3993,0.3197,0.3551,761,1264,1279,2026-01-19T14:39:53.885364
6,test,0.6009,0.5805,0.5905,0.4673,0.5164,0.4906,0.5489,0.4915,0.5186,0.4232,0.3615,0.3899,703,1170,1211,2026-01-19T14:42:06.509706
7,dev,0.6274,0.6122,0.6197,0.4545,0.5022,0.4772,0.6427,0.6538,0.6482,0.4296,0.3251,0.3701,783,1248,1279,2026-01-19T15:02:11.661569
7,test,0.6041,0.5822,0.5929,0.4763,0.5274,0.5005,0.5512,0.5109,0.5303,0.4275,0.3440,0.3813,705,1167,1211,2026-01-19T15:04:24.269250
8,dev,0.6186,0.6099,0.6142,0.4628,0.5000,0.4807,0.6075,0.6624,0.6337,0.4248,0.3087,0.3576,780,1261,1279,2026-01-19T15:24:29.362630
8,test,0.6067,0.5846,0.5955,0.4854,0.5098,0.4973,0.5415,0.5401,0.5408,0.4359,0.3469,0.3864,708,1167,1211,2026-01-19T15:26:42.017390
9,dev,0.6035,0.5973,0.6004,0.4581,0.5000,0.4781,0.6042,0.6731,0.6368,0.4125,0.2896,0.3403,764,1266,1279,2026-01-19T15:46:47.100817
9,test,0.5931,0.5789,0.5859,0.4676,0.5055,0.4858,0.5173,0.5450,0.5308,0.4206,0.3090,0.3563,701,1182,1211,2026-01-19T15:48:59.862507
10,dev,0.6141,0.6122,0.6132,0.4435,0.4911,0.4661,0.6285,0.6839,0.6550,0.4104,0.3005,0.3470,783,1275,1279,2026-01-19T16:09:04.904473
10,test,0.6136,0.6020,0.6078,0.4960,0.5361,0.5152,0.5287,0.5377,0.5332,0.4154,0.3294,0.3675,729,1188,1211,2026-01-19T16:11:17.470040
10,test,0.6136,0.6020,0.6078,0.4960,0.5361,0.5152,0.5287,0.5377,0.5332,0.4154,0.3294,0.3675,729,1188,1211,2026-01-19T16:13:30.071357
