epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4985,0.3784,0.4302,0.3696,0.2500,0.2983,0.4541,0.3613,0.4024,0.2270,0.1749,0.1975,484,971,1279,2026-01-12T15:04:11.407356
1,test,0.4796,0.3683,0.4166,0.4013,0.2713,0.3238,0.3344,0.2579,0.2912,0.2457,0.2070,0.2247,446,930,1211,2026-01-12T15:06:24.509755
2,dev,0.2936,0.2385,0.2632,0.1137,0.0982,0.1054,0.3826,0.3785,0.3805,0.0751,0.0355,0.0482,305,1039,1279,2026-01-12T15:17:38.727615
2,test,0.2338,0.1850,0.2065,0.1474,0.1225,0.1338,0.2506,0.2360,0.2431,0.0747,0.0379,0.0503,224,958,1211,2026-01-12T15:19:57.109226
3,dev,0.2829,0.2322,0.2550,0.1328,0.1049,0.1172,0.3667,0.4258,0.3940,0.0828,0.0328,0.0470,297,1050,1279,2026-01-12T15:31:12.620948
3,test,0.2466,0.1965,0.2188,0.1826,0.1422,0.1599,0.2643,0.2920,0.2775,0.0839,0.0350,0.0494,238,965,1211,2026-01-12T15:33:32.324216
4,dev,0.3047,0.2604,0.2808,0.2128,0.1629,0.1846,0.3890,0.4258,0.4066,0.0823,0.0519,0.0637,333,1093,1279,2026-01-12T15:44:49.900288
4,test,0.2809,0.2362,0.2566,0.2895,0.2166,0.2478,0.2738,0.2871,0.2803,0.0720,0.0496,0.0587,286,1018,1211,2026-01-12T15:47:11.691893
5,dev,0.3529,0.3057,0.3276,0.2670,0.2098,0.2350,0.4528,0.4645,0.4586,0.0871,0.0628,0.0730,391,1108,1279,2026-01-12T15:58:29.412078
5,test,0.3218,0.2684,0.2927,0.3132,0.2495,0.2777,0.3403,0.3163,0.3279,0.0909,0.0671,0.0772,325,1010,1211,2026-01-12T16:00:51.621035
6,dev,0.3611,0.3425,0.3515,0.2456,0.2835,0.2632,0.4988,0.4473,0.4717,0.0936,0.0683,0.0790,438,1213,1279,2026-01-12T16:12:11.270000
6,test,0.3191,0.2907,0.3042,0.2664,0.3020,0.2831,0.3912,0.3017,0.3407,0.0888,0.0671,0.0764,352,1103,1211,2026-01-12T16:14:34.936963
7,dev,0.3617,0.3323,0.3464,0.2035,0.2567,0.2270,0.5854,0.4495,0.5085,0.0950,0.0628,0.0757,425,1175,1279,2026-01-12T16:25:53.928840
7,test,0.3173,0.2882,0.3020,0.2285,0.2845,0.2534,0.4853,0.3212,0.3865,0.1151,0.0845,0.0975,349,1100,1211,2026-01-12T16:28:16.595106
8,dev,0.3619,0.3495,0.3556,0.2309,0.2567,0.2431,0.5077,0.4968,0.5022,0.0865,0.0628,0.0728,447,1235,1279,2026-01-12T16:39:34.002329
8,test,0.3313,0.3097,0.3201,0.2587,0.2779,0.2679,0.4212,0.3771,0.3979,0.1212,0.0933,0.1054,375,1132,1211,2026-01-12T16:41:55.145971
9,dev,0.3413,0.3245,0.3327,0.2477,0.2455,0.2466,0.4884,0.4516,0.4693,0.0917,0.0820,0.0866,415,1216,1279,2026-01-12T16:53:14.670586
9,test,0.3070,0.2857,0.2960,0.2857,0.2713,0.2783,0.3618,0.3090,0.3333,0.1081,0.1050,0.1065,346,1127,1211,2026-01-12T16:55:38.352466
10,dev,0.3552,0.3299,0.3421,0.2397,0.2344,0.2370,0.4878,0.4731,0.4803,0.1080,0.0847,0.0949,422,1188,1279,2026-01-12T17:06:58.078763
10,test,0.3152,0.2824,0.2979,0.2949,0.2801,0.2873,0.3543,0.3285,0.3409,0.1145,0.0875,0.0992,342,1085,1211,2026-01-12T17:09:21.669903
10,test,0.3152,0.2824,0.2979,0.2949,0.2801,0.2873,0.3543,0.3285,0.3409,0.1145,0.0875,0.0992,342,1085,1211,2026-01-12T17:11:45.463332
