epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.3669,0.1767,0.2385,0.0000,0.0000,0.0000,0.8571,0.0516,0.0974,0.1037,0.1667,0.1279,226,616,1279,2026-01-11T05:49:23.751421
1,test,0.2922,0.1486,0.1970,0.0000,0.0000,0.0000,0.8333,0.0122,0.0240,0.0875,0.1545,0.1117,180,616,1211,2026-01-11T05:51:35.435899
2,dev,0.4659,0.3096,0.3720,0.0000,0.0000,0.0000,0.4703,0.2043,0.2849,0.1215,0.2104,0.1540,396,850,1279,2026-01-11T06:02:43.029343
2,test,0.3910,0.2667,0.3171,0.0000,0.0000,0.0000,0.2882,0.1192,0.1687,0.1242,0.2332,0.1621,323,826,1211,2026-01-11T06:04:54.727233
3,dev,0.5425,0.3690,0.4393,0.0000,0.0000,0.0000,0.6000,0.0129,0.0253,0.1316,0.3060,0.1841,472,870,1279,2026-01-11T06:16:02.225584
3,test,0.5318,0.3592,0.4288,0.0000,0.0000,0.0000,0.6250,0.0122,0.0239,0.1448,0.3382,0.2028,435,818,1211,2026-01-11T06:18:13.926498
4,dev,0.5013,0.4394,0.4683,0.0000,0.0000,0.0000,1.0000,0.0043,0.0086,0.1286,0.3852,0.1929,562,1121,1279,2026-01-11T06:29:21.820467
4,test,0.4359,0.4013,0.4179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1232,0.3936,0.1876,486,1115,1211,2026-01-11T06:31:33.646472
5,dev,0.5363,0.4910,0.5127,0.0000,0.0000,0.0000,1.0000,0.0022,0.0043,0.1379,0.4344,0.2093,628,1171,1279,2026-01-11T06:42:41.423857
5,test,0.5120,0.4765,0.4936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1366,0.4431,0.2088,577,1127,1211,2026-01-11T06:44:53.450377
6,dev,0.5784,0.4816,0.5256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1536,0.4399,0.2277,616,1065,1279,2026-01-11T06:56:01.130740
6,test,0.5354,0.4616,0.4958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1539,0.4636,0.2311,559,1044,1211,2026-01-11T06:58:13.288922
7,dev,0.6223,0.5113,0.5614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1659,0.4727,0.2456,654,1051,1279,2026-01-11T07:09:20.939431
7,test,0.6158,0.5136,0.5601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1748,0.5102,0.2604,622,1010,1211,2026-01-11T07:11:32.893668
8,dev,0.6600,0.5450,0.5970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1810,0.5191,0.2684,697,1056,1279,2026-01-11T07:22:40.549164
8,test,0.6631,0.5557,0.6047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1936,0.5685,0.2889,673,1015,1211,2026-01-11T07:24:52.542446
9,dev,0.6450,0.5739,0.6074,0.0000,0.0000,0.0000,0.8000,0.0172,0.0337,0.1785,0.5492,0.2694,734,1138,1279,2026-01-11T07:36:00.361417
9,test,0.6449,0.5789,0.6101,0.0000,0.0000,0.0000,1.0000,0.0146,0.0288,0.1865,0.5860,0.2829,701,1087,1211,2026-01-11T07:38:12.584678
10,dev,0.6426,0.6130,0.6275,0.3763,0.1562,0.2208,0.3441,0.5742,0.4303,0.4235,0.2951,0.3478,784,1220,1279,2026-01-11T07:49:20.149338
10,test,0.6262,0.5921,0.6087,0.4128,0.1554,0.2258,0.2961,0.4964,0.3709,0.4409,0.3586,0.3955,717,1145,1211,2026-01-11T07:51:32.187796
10,test,0.6262,0.5921,0.6087,0.4128,0.1554,0.2258,0.2961,0.4964,0.3709,0.4409,0.3586,0.3955,717,1145,1211,2026-01-11T07:53:44.280227
