epoch,step,loss,timestamp
1,100,1.409792,2026-01-19T23:52:46.798142
1,200,1.108572,2026-01-19T23:56:21.168051
1,300,0.976735,2026-01-19T23:59:55.481334
1,400,0.934932,2026-01-20T00:03:29.803862
1,500,0.883414,2026-01-20T00:07:04.051101
2,100,0.852024,2026-01-20T00:15:01.483754
2,200,0.773925,2026-01-20T00:18:35.889486
2,300,0.714236,2026-01-20T00:22:10.307011
2,400,0.689267,2026-01-20T00:25:44.626099
2,500,0.643218,2026-01-20T00:29:18.921459
3,100,0.661641,2026-01-20T00:37:16.520349
3,200,0.602127,2026-01-20T00:40:50.775279
3,300,0.560526,2026-01-20T00:44:25.039006
3,400,0.549272,2026-01-20T00:47:59.332058
3,500,0.507042,2026-01-20T00:51:33.570046
4,100,0.542613,2026-01-20T00:59:31.650033
4,200,0.505405,2026-01-20T01:03:06.043078
4,300,0.470047,2026-01-20T01:06:40.382343
4,400,0.461942,2026-01-20T01:10:14.674314
4,500,0.433152,2026-01-20T01:13:49.004396
5,100,0.456343,2026-01-20T01:21:47.085026
5,200,0.430617,2026-01-20T01:25:21.291310
5,300,0.404629,2026-01-20T01:28:55.495924
5,400,0.390875,2026-01-20T01:32:29.779985
5,500,0.377569,2026-01-20T01:36:04.088783
6,100,0.384598,2026-01-20T01:44:02.107400
6,200,0.375908,2026-01-20T01:47:36.412519
6,300,0.346139,2026-01-20T01:51:10.660941
6,400,0.342360,2026-01-20T01:54:44.980242
6,500,0.331774,2026-01-20T01:58:19.254999
7,100,0.331472,2026-01-20T02:06:17.322024
7,200,0.322046,2026-01-20T02:09:51.673994
7,300,0.306563,2026-01-20T02:13:25.923949
7,400,0.297340,2026-01-20T02:17:00.253166
7,500,0.311446,2026-01-20T02:20:34.637011
8,100,0.293772,2026-01-20T02:28:32.702708
8,200,0.295705,2026-01-20T02:32:07.009206
8,300,0.280354,2026-01-20T02:35:41.266416
8,400,0.276080,2026-01-20T02:39:15.574119
8,500,0.270481,2026-01-20T02:42:49.854715
9,100,0.267259,2026-01-20T02:50:48.029372
9,200,0.272882,2026-01-20T02:54:22.247640
9,300,0.258736,2026-01-20T02:57:56.411262
9,400,0.255392,2026-01-20T03:01:30.707000
9,500,0.243317,2026-01-20T03:05:05.003806
10,100,0.245650,2026-01-20T03:13:03.075751
10,200,0.247201,2026-01-20T03:16:37.325692
10,300,0.237043,2026-01-20T03:20:11.564082
10,400,0.234519,2026-01-20T03:23:45.902882
10,500,0.235960,2026-01-20T03:27:20.220219
