epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.2823,0.1845,0.2232,0.1413,0.1429,0.1421,0.4247,0.2366,0.3039,0.0545,0.0164,0.0252,236,836,1279,2026-01-12T05:51:28.857338
1,test,0.2728,0.1726,0.2114,0.1470,0.1444,0.1457,0.2972,0.1533,0.2022,0.0309,0.0087,0.0136,209,766,1211,2026-01-12T05:53:46.482556
2,dev,0.3036,0.2658,0.2835,0.1700,0.1719,0.1709,0.3390,0.3828,0.3596,0.0645,0.0219,0.0327,340,1120,1279,2026-01-12T06:05:00.806931
2,test,0.2340,0.2023,0.2170,0.1796,0.1772,0.1784,0.2035,0.2263,0.2143,0.0417,0.0146,0.0216,245,1047,1211,2026-01-12T06:07:20.127793
3,dev,0.4941,0.4292,0.4594,0.2957,0.3103,0.3028,0.4303,0.4581,0.4437,0.4211,0.1530,0.2244,549,1111,1279,2026-01-12T06:18:27.270063
3,test,0.4669,0.4079,0.4354,0.3000,0.3020,0.3010,0.3326,0.3650,0.3480,0.4961,0.1837,0.2681,494,1058,1211,2026-01-12T06:20:39.230955
4,dev,0.5569,0.4511,0.4985,0.4041,0.3482,0.3741,0.4843,0.4645,0.4742,0.3831,0.2104,0.2716,577,1036,1279,2026-01-12T06:31:48.539276
4,test,0.5036,0.4013,0.4467,0.4128,0.3523,0.3802,0.3946,0.3552,0.3739,0.3350,0.1924,0.2444,486,965,1211,2026-01-12T06:34:02.821009
5,dev,0.3356,0.3041,0.3191,0.2428,0.2455,0.2442,0.3892,0.4043,0.3966,0.1127,0.0656,0.0829,389,1159,1279,2026-01-12T06:45:21.392963
5,test,0.2932,0.2576,0.2743,0.2975,0.2845,0.2908,0.2801,0.2774,0.2787,0.0773,0.0466,0.0582,312,1064,1211,2026-01-12T06:47:43.926345
6,dev,0.3576,0.3182,0.3368,0.2682,0.2634,0.2658,0.4410,0.4258,0.4333,0.0992,0.0656,0.0789,407,1138,1279,2026-01-12T06:59:02.633728
6,test,0.3155,0.2775,0.2953,0.3011,0.2998,0.3004,0.3176,0.2944,0.3056,0.0852,0.0554,0.0671,336,1065,1211,2026-01-12T07:01:25.747264
7,dev,0.3597,0.3167,0.3368,0.2564,0.2679,0.2620,0.5040,0.4022,0.4474,0.1032,0.0792,0.0896,405,1126,1279,2026-01-12T07:12:44.293474
7,test,0.3185,0.2775,0.2966,0.2924,0.3020,0.2971,0.3674,0.2798,0.3177,0.0758,0.0583,0.0659,336,1055,1211,2026-01-12T07:15:07.296660
8,dev,0.3904,0.3385,0.3626,0.2756,0.2768,0.2762,0.5398,0.4086,0.4651,0.1593,0.1284,0.1422,433,1109,1279,2026-01-12T07:26:24.706356
8,test,0.3541,0.3047,0.3276,0.2959,0.2998,0.2978,0.4336,0.3017,0.3558,0.1625,0.1341,0.1470,369,1042,1211,2026-01-12T07:28:46.336246
9,dev,0.4492,0.4042,0.4255,0.3444,0.2790,0.3083,0.5152,0.4387,0.4739,0.2526,0.2650,0.2587,517,1151,1279,2026-01-12T07:40:01.139869
9,test,0.4476,0.3914,0.4176,0.3950,0.3085,0.3464,0.4341,0.3528,0.3893,0.2176,0.2303,0.2238,474,1059,1211,2026-01-12T07:42:19.812938
10,dev,0.3963,0.3526,0.3732,0.3117,0.2679,0.2881,0.4587,0.4301,0.4440,0.2039,0.1721,0.1867,451,1138,1279,2026-01-12T07:53:36.966117
10,test,0.3779,0.3311,0.3530,0.3485,0.3020,0.3236,0.3646,0.3309,0.3469,0.1844,0.1516,0.1664,401,1061,1211,2026-01-12T07:55:58.685833
10,test,0.3779,0.3311,0.3530,0.3485,0.3020,0.3236,0.3646,0.3309,0.3469,0.1844,0.1516,0.1664,401,1061,1211,2026-01-12T07:58:20.354341
