epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5263,0.3753,0.4382,0.3342,0.2768,0.3028,0.5168,0.3634,0.4268,0.3523,0.1694,0.2288,480,912,1279,2026-01-21T06:21:45.030859
1,test,0.5253,0.3683,0.4330,0.3412,0.2845,0.3103,0.3843,0.2628,0.3121,0.3742,0.1778,0.2411,446,849,1211,2026-01-21T06:23:57.193946
2,dev,0.5468,0.4433,0.4896,0.5363,0.2143,0.3062,0.4286,0.5097,0.4656,0.3497,0.2732,0.3067,567,1037,1279,2026-01-21T06:44:01.831511
2,test,0.5503,0.4335,0.4850,0.5393,0.2101,0.3024,0.3454,0.4185,0.3784,0.3598,0.2770,0.3130,525,954,1211,2026-01-21T06:46:14.084587
3,dev,0.5643,0.5113,0.5365,0.6108,0.2768,0.3810,0.4298,0.5591,0.4860,0.3403,0.3115,0.3252,654,1159,1279,2026-01-21T07:06:18.176428
3,test,0.5585,0.4889,0.5214,0.5077,0.2166,0.3037,0.3797,0.4915,0.4284,0.3691,0.3411,0.3545,592,1060,1211,2026-01-21T07:08:30.343646
4,dev,0.5841,0.5403,0.5613,0.5327,0.3638,0.4324,0.5066,0.5785,0.5402,0.3473,0.3169,0.3314,691,1183,1279,2026-01-21T07:28:34.359864
4,test,0.5903,0.5508,0.5698,0.4862,0.3457,0.4041,0.4406,0.4964,0.4668,0.3945,0.3761,0.3851,667,1130,1211,2026-01-21T07:30:46.504170
5,dev,0.6206,0.5551,0.5861,0.4793,0.4643,0.4717,0.5796,0.5871,0.5833,0.4957,0.3115,0.3826,710,1144,1279,2026-01-21T07:50:50.392343
5,test,0.6130,0.5442,0.5766,0.4617,0.4617,0.4617,0.5013,0.4818,0.4913,0.5349,0.3353,0.4122,659,1075,1211,2026-01-21T07:53:02.711407
6,dev,0.6247,0.5778,0.6003,0.4751,0.4888,0.4818,0.5962,0.6000,0.5981,0.4855,0.3197,0.3855,739,1183,1279,2026-01-21T08:13:06.660526
6,test,0.6283,0.5681,0.5967,0.4660,0.4945,0.4798,0.5297,0.4988,0.5138,0.5535,0.3469,0.4265,688,1095,1211,2026-01-21T08:15:18.865340
7,dev,0.6667,0.5958,0.6292,0.5053,0.5312,0.5180,0.6450,0.5548,0.5965,0.4809,0.3443,0.4013,762,1143,1279,2026-01-21T08:35:22.725052
7,test,0.6751,0.5937,0.6318,0.4960,0.5470,0.5203,0.5988,0.4720,0.5279,0.5195,0.3499,0.4181,719,1065,1211,2026-01-21T08:37:34.909611
8,dev,0.6755,0.5973,0.6340,0.5395,0.5179,0.5285,0.6385,0.5355,0.5825,0.4800,0.3934,0.4324,764,1131,1279,2026-01-21T08:57:38.991968
8,test,0.6747,0.5979,0.6340,0.5243,0.5427,0.5333,0.5988,0.4793,0.5324,0.4701,0.3673,0.4124,724,1073,1211,2026-01-21T08:59:51.328799
9,dev,0.6675,0.6185,0.6420,0.5272,0.5402,0.5336,0.6193,0.5806,0.5993,0.4841,0.3743,0.4222,791,1185,1279,2026-01-21T09:19:55.356326
9,test,0.6743,0.6292,0.6510,0.5232,0.5667,0.5441,0.5662,0.5304,0.5477,0.4839,0.3499,0.4061,762,1130,1211,2026-01-21T09:22:07.582170
10,dev,0.6815,0.6224,0.6506,0.5894,0.5446,0.5661,0.6344,0.6194,0.6268,0.4863,0.3880,0.4316,796,1168,1279,2026-01-21T09:42:11.672015
10,test,0.6804,0.6152,0.6461,0.5519,0.5470,0.5495,0.5703,0.5328,0.5509,0.5059,0.3761,0.4314,745,1095,1211,2026-01-21T09:44:23.953821
10,test,0.6804,0.6152,0.6461,0.5519,0.5470,0.5495,0.5703,0.5328,0.5509,0.5059,0.3761,0.4314,745,1095,1211,2026-01-21T09:46:36.222734
