epoch,step,loss,timestamp
1,100,1.059705,2026-01-10T11:25:44.091021
1,200,0.900538,2026-01-10T11:29:18.891071
2,100,1.168161,2026-01-10T11:39:05.240734
2,200,0.702569,2026-01-10T11:42:39.390649
3,100,1.041034,2026-01-10T11:52:23.783002
3,200,0.612269,2026-01-10T11:55:57.964915
4,100,0.974899,2026-01-10T12:05:42.447104
4,200,0.576269,2026-01-10T12:09:16.622653
5,100,0.899198,2026-01-10T12:19:01.326736
5,200,0.514222,2026-01-10T12:22:35.529885
6,100,0.873809,2026-01-10T12:32:20.701993
6,200,0.496383,2026-01-10T12:35:54.871489
7,100,0.888362,2026-01-10T12:45:40.358187
7,200,0.510917,2026-01-10T12:49:14.556179
8,100,0.855941,2026-01-10T12:59:00.410417
8,200,0.508230,2026-01-10T13:02:34.653539
9,100,0.863854,2026-01-10T13:12:20.523158
9,200,0.769796,2026-01-10T13:15:54.604061
10,100,1.057842,2026-01-10T13:25:40.606953
10,200,1.014140,2026-01-10T13:29:14.810977
