epoch,step,loss,timestamp
1,100,1.418557,2026-01-20T03:39:19.511893
1,200,1.095327,2026-01-20T03:42:53.540593
1,300,0.968909,2026-01-20T03:46:27.605588
1,400,0.912386,2026-01-20T03:50:01.548658
1,500,0.877602,2026-01-20T03:53:35.515208
2,100,0.832825,2026-01-20T04:01:32.213094
2,200,0.747955,2026-01-20T04:05:06.010140
2,300,0.707090,2026-01-20T04:08:39.983837
2,400,0.675119,2026-01-20T04:12:13.964325
2,500,0.619653,2026-01-20T04:15:47.782794
3,100,0.635771,2026-01-20T04:23:44.150050
3,200,0.591899,2026-01-20T04:27:18.015083
3,300,0.550608,2026-01-20T04:30:51.888845
3,400,0.527962,2026-01-20T04:34:25.765270
3,500,0.505096,2026-01-20T04:37:59.652084
4,100,0.514518,2026-01-20T04:45:56.510909
4,200,0.491401,2026-01-20T04:49:30.375327
4,300,0.454546,2026-01-20T04:53:04.223054
4,400,0.448413,2026-01-20T04:56:38.069295
4,500,0.425829,2026-01-20T05:00:11.973899
5,100,0.432555,2026-01-20T05:08:08.308663
5,200,0.411628,2026-01-20T05:11:42.134336
5,300,0.385293,2026-01-20T05:15:15.998413
5,400,0.379395,2026-01-20T05:18:49.845285
5,500,0.377955,2026-01-20T05:22:23.709250
6,100,0.362120,2026-01-20T05:30:20.399185
6,200,0.356402,2026-01-20T05:33:54.258491
6,300,0.343958,2026-01-20T05:37:28.120398
6,400,0.340812,2026-01-20T05:41:01.937601
6,500,0.326337,2026-01-20T05:44:35.846175
7,100,0.310416,2026-01-20T05:52:32.835277
7,200,0.310463,2026-01-20T05:56:06.686295
7,300,0.300182,2026-01-20T05:59:40.479569
7,400,0.300693,2026-01-20T06:03:14.213000
7,500,0.297401,2026-01-20T06:06:48.129569
8,100,0.272200,2026-01-20T06:14:45.107539
8,200,0.286744,2026-01-20T06:18:18.921429
8,300,0.273991,2026-01-20T06:21:52.809972
8,400,0.270425,2026-01-20T06:25:26.646799
8,500,0.255835,2026-01-20T06:29:00.530178
9,100,0.259140,2026-01-20T06:36:57.226195
9,200,0.254762,2026-01-20T06:40:31.072224
9,300,0.246165,2026-01-20T06:44:04.963175
9,400,0.240074,2026-01-20T06:47:38.845827
9,500,0.232632,2026-01-20T06:51:12.727039
10,100,0.234823,2026-01-20T06:59:09.681045
10,200,0.238829,2026-01-20T07:02:43.552325
10,300,0.236653,2026-01-20T07:06:17.422529
10,400,0.230563,2026-01-20T07:09:51.301854
10,500,0.221853,2026-01-20T07:13:25.212416
