epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5279,0.3331,0.4084,0.3193,0.2366,0.2718,0.5188,0.3269,0.4011,0.2418,0.1202,0.1606,426,807,1279,2026-01-12T01:15:20.071863
1,test,0.5407,0.3237,0.4050,0.3828,0.2823,0.3249,0.4413,0.2287,0.3013,0.2914,0.1487,0.1969,392,725,1211,2026-01-12T01:17:31.758772
2,dev,0.3025,0.2510,0.2744,0.1274,0.1205,0.1239,0.3848,0.3914,0.3881,0.0671,0.0301,0.0415,321,1061,1279,2026-01-12T01:28:44.298329
2,test,0.2447,0.2007,0.2205,0.1573,0.1466,0.1518,0.2506,0.2457,0.2482,0.0671,0.0321,0.0434,243,993,1211,2026-01-12T01:31:02.045049
3,dev,0.2832,0.2416,0.2608,0.1324,0.1049,0.1171,0.3537,0.4366,0.3908,0.0802,0.0355,0.0492,309,1091,1279,2026-01-12T01:42:16.255601
3,test,0.2453,0.2040,0.2227,0.1836,0.1466,0.1630,0.2604,0.3041,0.2806,0.0617,0.0292,0.0396,247,1007,1211,2026-01-12T01:44:35.582554
4,dev,0.3293,0.2791,0.3022,0.2225,0.1808,0.1995,0.4277,0.4387,0.4331,0.0741,0.0492,0.0591,357,1084,1279,2026-01-12T01:55:51.126802
4,test,0.2886,0.2395,0.2617,0.2842,0.2276,0.2527,0.3008,0.2920,0.2963,0.0542,0.0379,0.0446,290,1005,1211,2026-01-12T01:58:12.052407
5,dev,0.3620,0.3026,0.3296,0.2779,0.2165,0.2434,0.4486,0.4409,0.4447,0.0837,0.0601,0.0700,387,1069,1279,2026-01-12T02:09:28.597781
5,test,0.3421,0.2700,0.3018,0.3460,0.2582,0.2957,0.3889,0.3236,0.3533,0.0842,0.0671,0.0747,327,956,1211,2026-01-12T02:11:50.435182
6,dev,0.3627,0.3471,0.3548,0.2336,0.2857,0.2570,0.5136,0.4452,0.4770,0.0733,0.0546,0.0626,444,1224,1279,2026-01-12T02:23:07.381130
6,test,0.3239,0.3014,0.3122,0.2568,0.3085,0.2803,0.4286,0.3212,0.3672,0.0889,0.0700,0.0783,365,1127,1211,2026-01-12T02:25:29.867614
7,dev,0.3833,0.3597,0.3711,0.2142,0.2835,0.2440,0.6196,0.4624,0.5296,0.0923,0.0656,0.0767,460,1200,1279,2026-01-12T02:36:46.514382
7,test,0.3390,0.3146,0.3263,0.2387,0.3129,0.2708,0.5299,0.3455,0.4183,0.1089,0.0816,0.0933,381,1124,1211,2026-01-12T02:39:07.898687
8,dev,0.3810,0.3643,0.3725,0.2257,0.2545,0.2392,0.5535,0.5226,0.5376,0.0753,0.0574,0.0651,466,1223,1279,2026-01-12T02:50:23.659737
8,test,0.3479,0.3229,0.3349,0.2748,0.2910,0.2827,0.4475,0.3942,0.4191,0.1187,0.0962,0.1063,391,1124,1211,2026-01-12T02:52:44.158401
9,dev,0.3668,0.3401,0.3529,0.2557,0.2500,0.2528,0.5349,0.4774,0.5045,0.0781,0.0710,0.0744,435,1186,1279,2026-01-12T03:04:01.176113
9,test,0.3339,0.3014,0.3168,0.3037,0.2845,0.2938,0.4303,0.3382,0.3787,0.1023,0.1020,0.1022,365,1093,1211,2026-01-12T03:06:23.070046
10,dev,0.3723,0.3409,0.3559,0.2578,0.2411,0.2491,0.4832,0.4946,0.4888,0.0978,0.0738,0.0841,436,1171,1279,2026-01-12T03:17:39.842858
10,test,0.3361,0.3031,0.3187,0.3150,0.2888,0.3014,0.3838,0.3698,0.3767,0.1083,0.0875,0.0968,367,1092,1211,2026-01-12T03:20:01.872026
10,test,0.3361,0.3031,0.3187,0.3150,0.2888,0.3014,0.3838,0.3698,0.3767,0.1083,0.0875,0.0968,367,1092,1211,2026-01-12T03:22:23.915770
