epoch,step,loss,timestamp
1,100,1.646021,2026-01-21T13:42:28.574366
1,200,1.408373,2026-01-21T13:46:02.686531
1,300,1.230353,2026-01-21T13:49:36.799398
1,400,1.193067,2026-01-21T13:53:10.788938
1,500,1.078225,2026-01-21T13:56:44.822327
2,100,0.988654,2026-01-21T14:04:57.869997
2,200,0.970819,2026-01-21T14:08:31.948978
2,300,0.864495,2026-01-21T14:12:06.025167
2,400,0.897735,2026-01-21T14:15:40.288786
2,500,0.788535,2026-01-21T14:19:15.058334
3,100,0.775767,2026-01-21T14:27:15.960766
3,200,0.767765,2026-01-21T14:30:49.971919
3,300,0.688962,2026-01-21T14:34:23.919322
3,400,0.741929,2026-01-21T14:37:57.911671
3,500,0.667983,2026-01-21T14:41:31.850222
4,100,0.663608,2026-01-21T14:49:48.436973
4,200,0.658426,2026-01-21T14:53:22.404402
4,300,0.588516,2026-01-21T14:56:56.367882
4,400,0.656187,2026-01-21T15:00:30.278206
4,500,0.578951,2026-01-21T15:04:04.247178
5,100,0.592509,2026-01-21T15:12:02.864918
5,200,0.591578,2026-01-21T15:15:36.866124
5,300,0.524597,2026-01-21T15:19:10.815276
5,400,0.569376,2026-01-21T15:22:44.761418
5,500,0.504080,2026-01-21T15:26:18.745924
6,100,0.527716,2026-01-21T15:34:16.600585
6,200,0.527329,2026-01-21T15:37:50.591488
6,300,0.455607,2026-01-21T15:41:24.605067
6,400,0.510633,2026-01-21T15:44:58.527045
6,500,0.456551,2026-01-21T15:48:32.485934
7,100,0.476246,2026-01-21T15:56:30.290082
7,200,0.474448,2026-01-21T16:00:04.271285
7,300,0.411972,2026-01-21T16:03:38.207228
7,400,0.459868,2026-01-21T16:07:12.243899
7,500,0.416330,2026-01-21T16:10:46.250736
8,100,0.422860,2026-01-21T16:18:44.197962
8,200,0.428888,2026-01-21T16:22:18.334997
8,300,0.367552,2026-01-21T16:25:52.271838
8,400,0.407408,2026-01-21T16:29:26.279374
8,500,0.388028,2026-01-21T16:33:00.221022
9,100,0.393199,2026-01-21T16:40:58.227169
9,200,0.397692,2026-01-21T16:44:32.220088
9,300,0.348683,2026-01-21T16:48:06.231645
9,400,0.380612,2026-01-21T16:51:40.255179
9,500,0.365175,2026-01-21T16:55:14.302916
10,100,0.370511,2026-01-21T17:03:12.419379
10,200,0.356071,2026-01-21T17:06:46.368899
10,300,0.327860,2026-01-21T17:10:20.436120
10,400,0.372569,2026-01-21T17:13:54.436676
10,500,0.339502,2026-01-21T17:17:28.447933
