epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5736,0.1462,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2031,0.1803,0.1910,187,326,1279,2026-01-10T20:40:23.940570
1,test,0.5798,0.1561,0.2459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1852,0.1749,0.1799,189,326,1211,2026-01-10T20:42:35.815039
2,dev,0.5323,0.2580,0.3476,0.0000,0.0000,0.0000,0.7000,0.0151,0.0295,0.1609,0.2678,0.2010,330,620,1279,2026-01-10T20:53:43.292815
2,test,0.5316,0.2775,0.3646,0.0000,0.0000,0.0000,0.8750,0.0170,0.0334,0.1506,0.2741,0.1944,336,632,1211,2026-01-10T20:55:55.424149
3,dev,0.5763,0.3190,0.4107,0.5455,0.0134,0.0261,0.5811,0.0925,0.1596,0.1707,0.2896,0.2148,408,708,1279,2026-01-10T21:07:02.890448
3,test,0.5433,0.3163,0.3998,0.5455,0.0131,0.0256,0.4898,0.0584,0.1043,0.1491,0.2799,0.1945,383,705,1211,2026-01-10T21:09:15.229961
4,dev,0.6307,0.3753,0.4706,0.0000,0.0000,0.0000,0.7857,0.0473,0.0892,0.1749,0.3497,0.2332,480,761,1279,2026-01-10T21:20:22.742148
4,test,0.5907,0.3658,0.4518,0.0000,0.0000,0.0000,0.8462,0.0268,0.0519,0.1726,0.3703,0.2354,443,750,1211,2026-01-10T21:22:36.093324
5,dev,0.5351,0.4410,0.4835,1.0000,0.0022,0.0045,0.6452,0.0430,0.0806,0.1433,0.3989,0.2108,564,1054,1279,2026-01-10T21:33:43.847658
5,test,0.4850,0.4277,0.4546,0.0000,0.0000,0.0000,1.0000,0.0170,0.0335,0.1248,0.3848,0.1884,518,1068,1211,2026-01-10T21:35:56.267287
6,dev,0.6028,0.4793,0.5340,0.6667,0.0045,0.0089,0.7419,0.0989,0.1746,0.1605,0.4153,0.2315,613,1017,1279,2026-01-10T21:47:04.046443
6,test,0.5603,0.4525,0.5007,0.0000,0.0000,0.0000,0.5161,0.0389,0.0724,0.1606,0.4402,0.2354,548,978,1211,2026-01-10T21:49:16.700016
7,dev,0.5929,0.5066,0.5464,0.0000,0.0000,0.0000,0.7051,0.1183,0.2026,0.1645,0.4508,0.2411,648,1093,1279,2026-01-10T22:00:24.371414
7,test,0.5656,0.4880,0.5239,0.0000,0.0000,0.0000,0.4792,0.0560,0.1002,0.1663,0.4810,0.2472,591,1045,1211,2026-01-10T22:02:37.001982
8,dev,0.6416,0.5473,0.5907,0.0000,0.0000,0.0000,0.9231,0.0774,0.1429,0.1751,0.5000,0.2594,700,1091,1279,2026-01-10T22:13:44.868543
8,test,0.5909,0.5045,0.5443,0.0000,0.0000,0.0000,0.8182,0.0219,0.0427,0.1717,0.5102,0.2570,611,1034,1211,2026-01-10T22:15:57.295189
9,dev,0.6512,0.5708,0.6083,0.0000,0.0000,0.0000,0.7294,0.1333,0.2255,0.1940,0.5437,0.2859,730,1121,1279,2026-01-10T22:27:05.134921
9,test,0.6549,0.5656,0.6070,0.0000,0.0000,0.0000,0.5000,0.0535,0.0967,0.1940,0.5656,0.2889,685,1046,1211,2026-01-10T22:29:17.765976
10,dev,0.6687,0.6013,0.6332,0.3989,0.3259,0.3587,0.4389,0.5097,0.4716,0.4242,0.2678,0.3283,769,1150,1279,2026-01-10T22:40:25.730101
10,test,0.6518,0.5780,0.6127,0.4012,0.2888,0.3359,0.3642,0.4404,0.3987,0.4362,0.3090,0.3618,700,1074,1211,2026-01-10T22:42:38.454625
10,test,0.6518,0.5780,0.6127,0.4012,0.2888,0.3359,0.3642,0.4404,0.3987,0.4362,0.3090,0.3618,700,1074,1211,2026-01-10T22:44:51.129854
