epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4251,0.3151,0.3619,0.2379,0.2411,0.2395,0.6231,0.3484,0.4469,0.2314,0.1448,0.1782,403,948,1279,2026-01-19T20:22:35.095293
1,test,0.4159,0.2758,0.3317,0.2892,0.2626,0.2752,0.5307,0.2311,0.3220,0.2500,0.1516,0.1887,334,803,1211,2026-01-19T20:24:47.323590
2,dev,0.5391,0.4910,0.5139,0.3465,0.3527,0.3496,0.6139,0.5505,0.5805,0.2872,0.2268,0.2534,628,1165,1279,2026-01-19T20:44:50.995989
2,test,0.5335,0.4600,0.4940,0.4018,0.3982,0.4000,0.5265,0.4112,0.4617,0.3120,0.2420,0.2726,557,1044,1211,2026-01-19T20:47:03.257394
3,dev,0.5162,0.5465,0.5310,0.3564,0.4018,0.3778,0.6333,0.5720,0.6011,0.2471,0.2869,0.2655,699,1354,1279,2026-01-19T21:07:06.728728
3,test,0.5045,0.5128,0.5086,0.4151,0.4442,0.4292,0.5284,0.4307,0.4745,0.2630,0.3090,0.2842,621,1231,1211,2026-01-19T21:09:19.326846
4,dev,0.5430,0.5582,0.5505,0.4074,0.3929,0.4000,0.6319,0.5871,0.6087,0.2562,0.3115,0.2811,714,1315,1279,2026-01-19T21:29:22.868215
4,test,0.5416,0.5425,0.5421,0.4782,0.4551,0.4664,0.5652,0.4745,0.5159,0.2930,0.3673,0.3260,657,1213,1211,2026-01-19T21:31:35.227495
5,dev,0.5750,0.5786,0.5768,0.3988,0.4621,0.4281,0.6627,0.6043,0.6322,0.3314,0.3087,0.3197,740,1287,1279,2026-01-19T21:51:38.864446
5,test,0.5768,0.5615,0.5690,0.4492,0.5033,0.4747,0.5791,0.4720,0.5201,0.3595,0.3469,0.3531,680,1179,1211,2026-01-19T21:53:51.322856
6,dev,0.6133,0.5966,0.6048,0.3993,0.4777,0.4350,0.6867,0.5892,0.6343,0.4052,0.3388,0.3690,763,1244,1279,2026-01-19T22:13:55.056067
6,test,0.6086,0.5830,0.5955,0.4535,0.5339,0.4905,0.6095,0.4672,0.5289,0.4150,0.3703,0.3914,706,1160,1211,2026-01-19T22:16:07.792422
7,dev,0.6381,0.6106,0.6241,0.4365,0.4911,0.4622,0.6789,0.5957,0.6346,0.4327,0.3689,0.3982,781,1224,1279,2026-01-19T22:36:11.543488
7,test,0.6364,0.6028,0.6192,0.4940,0.5405,0.5162,0.6108,0.4964,0.5477,0.4135,0.3761,0.3939,730,1147,1211,2026-01-19T22:38:24.150752
8,dev,0.6193,0.5864,0.6024,0.4376,0.4777,0.4568,0.6453,0.6495,0.6474,0.4466,0.3087,0.3651,750,1211,1279,2026-01-19T22:58:27.933963
8,test,0.6239,0.5780,0.6001,0.4969,0.5252,0.5106,0.5627,0.5353,0.5486,0.4453,0.3207,0.3729,700,1122,1211,2026-01-19T23:00:40.365436
9,dev,0.6064,0.5817,0.5938,0.4477,0.4777,0.4622,0.5957,0.6559,0.6244,0.4426,0.2842,0.3461,744,1227,1279,2026-01-19T23:20:43.939742
9,test,0.6119,0.5780,0.5945,0.5010,0.5274,0.5139,0.5252,0.5572,0.5407,0.4425,0.2915,0.3515,700,1144,1211,2026-01-19T23:22:56.378797
10,dev,0.6112,0.6083,0.6097,0.4485,0.4955,0.4708,0.5942,0.6645,0.6274,0.4453,0.3115,0.3666,778,1273,1279,2026-01-19T23:42:59.802452
10,test,0.6106,0.6020,0.6062,0.5040,0.5492,0.5257,0.5225,0.5645,0.5427,0.4422,0.3236,0.3737,729,1194,1211,2026-01-19T23:45:12.323324
10,test,0.6106,0.6020,0.6062,0.5040,0.5492,0.5257,0.5225,0.5645,0.5427,0.4422,0.3236,0.3737,729,1194,1211,2026-01-19T23:47:24.708003
