epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4054,0.3432,0.3717,0.2256,0.2835,0.2512,0.5671,0.3634,0.4430,0.1982,0.1202,0.1497,439,1083,1279,2026-01-18T14:07:28.113144
1,test,0.4065,0.3196,0.3578,0.2772,0.3348,0.3033,0.4774,0.2311,0.3115,0.2687,0.1574,0.1985,387,952,1211,2026-01-18T14:09:39.372514
2,dev,0.5431,0.4879,0.5140,0.3581,0.3772,0.3674,0.5814,0.5376,0.5587,0.3239,0.2186,0.2610,624,1149,1279,2026-01-18T14:29:41.279968
2,test,0.5202,0.4476,0.4811,0.3969,0.3961,0.3965,0.4653,0.3917,0.4254,0.3000,0.2099,0.2470,542,1042,1211,2026-01-18T14:31:52.572910
3,dev,0.5552,0.5622,0.5587,0.3939,0.4598,0.4243,0.6199,0.5892,0.6042,0.2939,0.2650,0.2787,719,1295,1279,2026-01-18T14:51:54.438661
3,test,0.5350,0.5359,0.5355,0.4033,0.4748,0.4362,0.5306,0.4647,0.4955,0.3333,0.3061,0.3191,649,1213,1211,2026-01-18T14:54:05.837418
4,dev,0.5784,0.5567,0.5673,0.4575,0.4085,0.4316,0.6008,0.6344,0.6172,0.3147,0.2923,0.3031,712,1231,1279,2026-01-18T15:14:07.656717
4,test,0.5543,0.5268,0.5402,0.4808,0.4376,0.4582,0.5165,0.4964,0.5062,0.3235,0.3207,0.3221,638,1151,1211,2026-01-18T15:16:19.014165
5,dev,0.5861,0.5590,0.5722,0.4114,0.4665,0.4372,0.6780,0.6022,0.6378,0.3445,0.2814,0.3098,715,1220,1279,2026-01-18T15:36:21.256078
5,test,0.5632,0.5409,0.5518,0.4390,0.4880,0.4622,0.5901,0.4939,0.5377,0.3666,0.3324,0.3486,655,1163,1211,2026-01-18T15:38:32.871307
6,dev,0.6281,0.5981,0.6127,0.4436,0.5000,0.4701,0.6912,0.6065,0.6460,0.4000,0.3333,0.3636,765,1218,1279,2026-01-18T15:58:34.761070
6,test,0.6240,0.5879,0.6054,0.4909,0.5295,0.5095,0.6000,0.4964,0.5433,0.4123,0.3703,0.3902,712,1141,1211,2026-01-18T16:00:46.215329
7,dev,0.6256,0.6036,0.6144,0.4485,0.5156,0.4798,0.6943,0.6301,0.6607,0.4108,0.3333,0.3680,772,1234,1279,2026-01-18T16:20:48.344754
7,test,0.6241,0.5896,0.6064,0.4910,0.5383,0.5136,0.5944,0.5134,0.5509,0.4340,0.3644,0.3962,714,1144,1211,2026-01-18T16:22:59.730315
8,dev,0.6113,0.5989,0.6051,0.4556,0.5156,0.4838,0.6496,0.6538,0.6517,0.4065,0.3087,0.3509,766,1253,1279,2026-01-18T16:43:01.688618
8,test,0.6115,0.5863,0.5987,0.5031,0.5252,0.5139,0.5479,0.5426,0.5452,0.4188,0.3382,0.3742,710,1161,1211,2026-01-18T16:45:13.233859
9,dev,0.6130,0.6067,0.6098,0.4626,0.5112,0.4857,0.6213,0.6774,0.6481,0.4318,0.3115,0.3619,776,1266,1279,2026-01-18T17:05:15.092003
9,test,0.6019,0.5879,0.5948,0.4979,0.5208,0.5091,0.5182,0.5547,0.5358,0.4453,0.3440,0.3882,712,1183,1211,2026-01-18T17:07:26.614949
10,dev,0.6239,0.6239,0.6239,0.4646,0.5268,0.4937,0.6414,0.6731,0.6569,0.4346,0.3361,0.3790,798,1279,1279,2026-01-18T17:27:28.405919
10,test,0.6152,0.6020,0.6085,0.5082,0.5427,0.5249,0.5437,0.5450,0.5443,0.4351,0.3615,0.3949,729,1185,1211,2026-01-18T17:29:39.893908
10,test,0.6152,0.6020,0.6085,0.5082,0.5427,0.5249,0.5437,0.5450,0.5443,0.4351,0.3615,0.3949,729,1185,1211,2026-01-18T17:31:51.432715
