epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5392,0.4136,0.4681,0.2822,0.2835,0.2829,0.5794,0.4000,0.4733,0.3381,0.1940,0.2465,529,981,1279,2026-01-20T22:48:10.728325
1,test,0.5163,0.3799,0.4377,0.2547,0.2385,0.2463,0.4692,0.2968,0.3636,0.3892,0.2303,0.2894,460,891,1211,2026-01-20T22:50:22.663152
2,dev,0.5941,0.5012,0.5437,0.5033,0.1696,0.2538,0.4126,0.5785,0.4816,0.3877,0.2923,0.3333,641,1079,1279,2026-01-20T23:10:26.048347
2,test,0.5952,0.4905,0.5378,0.5786,0.2013,0.2987,0.3594,0.4915,0.4152,0.4007,0.3236,0.3581,594,998,1211,2026-01-20T23:12:38.087227
3,dev,0.5576,0.5145,0.5352,0.3841,0.2478,0.3012,0.4815,0.6151,0.5401,0.4040,0.3279,0.3620,658,1180,1279,2026-01-20T23:32:41.319028
3,test,0.5232,0.4756,0.4983,0.3594,0.2210,0.2737,0.4193,0.5182,0.4635,0.4071,0.3703,0.3878,576,1101,1211,2026-01-20T23:34:53.550676
4,dev,0.5864,0.5520,0.5687,0.3803,0.4576,0.4154,0.5706,0.6258,0.5969,0.5742,0.2432,0.3417,706,1204,1279,2026-01-20T23:54:56.823737
4,test,0.5718,0.5425,0.5568,0.3822,0.4508,0.4137,0.4820,0.5207,0.5006,0.5783,0.2799,0.3772,657,1149,1211,2026-01-20T23:57:09.036133
5,dev,0.6122,0.5590,0.5844,0.3912,0.4978,0.4381,0.6370,0.6000,0.6179,0.5563,0.2432,0.3384,715,1168,1279,2026-01-21T00:17:12.394394
5,test,0.6038,0.5500,0.5756,0.3940,0.4880,0.4360,0.5415,0.5085,0.5245,0.5497,0.2420,0.3360,666,1103,1211,2026-01-21T00:19:24.528978
6,dev,0.6160,0.5582,0.5857,0.4173,0.4732,0.4435,0.5960,0.6344,0.6146,0.5962,0.2541,0.3563,714,1159,1279,2026-01-21T00:39:27.934671
6,test,0.6159,0.5574,0.5852,0.4220,0.4617,0.4410,0.5354,0.5523,0.5437,0.5698,0.2857,0.3806,675,1096,1211,2026-01-21T00:41:40.312422
7,dev,0.6637,0.5786,0.6182,0.4424,0.4799,0.4604,0.6713,0.6280,0.6489,0.5773,0.3060,0.4000,740,1115,1279,2026-01-21T01:01:43.862367
7,test,0.6554,0.5780,0.6143,0.4542,0.4880,0.4705,0.5902,0.5255,0.5560,0.5498,0.3382,0.4188,700,1068,1211,2026-01-21T01:03:56.106447
8,dev,0.6918,0.6317,0.6604,0.4979,0.5268,0.5119,0.6523,0.6495,0.6509,0.5671,0.3579,0.4389,808,1168,1279,2026-01-21T01:23:59.606009
8,test,0.6764,0.6284,0.6515,0.5169,0.5339,0.5253,0.5711,0.5669,0.5690,0.5388,0.3848,0.4490,761,1125,1211,2026-01-21T01:26:11.888747
9,dev,0.6789,0.6364,0.6570,0.5381,0.5201,0.5289,0.6273,0.6516,0.6392,0.5159,0.3989,0.4499,814,1199,1279,2026-01-21T01:46:15.310174
9,test,0.6661,0.6276,0.6463,0.5535,0.5208,0.5366,0.5542,0.5718,0.5629,0.4913,0.4111,0.4476,760,1141,1211,2026-01-21T01:48:27.534088
10,dev,0.6872,0.6286,0.6566,0.5425,0.5134,0.5275,0.6379,0.6667,0.6519,0.5000,0.3552,0.4153,804,1170,1279,2026-01-21T02:08:31.017633
10,test,0.6860,0.6259,0.6546,0.5815,0.5230,0.5507,0.5514,0.5742,0.5626,0.5226,0.4052,0.4565,758,1105,1211,2026-01-21T02:10:43.294967
10,test,0.6860,0.6259,0.6546,0.5815,0.5230,0.5507,0.5514,0.5742,0.5626,0.5226,0.4052,0.4565,758,1105,1211,2026-01-21T02:12:55.375321
