epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.3912,0.3487,0.3687,0.2588,0.2946,0.2756,0.5517,0.3785,0.4490,0.1667,0.1066,0.1300,446,1140,1279,2026-01-19T09:01:07.143343
1,test,0.3887,0.3130,0.3468,0.3033,0.3173,0.3102,0.4115,0.2433,0.3058,0.1622,0.1050,0.1274,379,975,1211,2026-01-19T09:03:20.244329
2,dev,0.4393,0.4644,0.4515,0.3046,0.3862,0.3406,0.5670,0.4280,0.4877,0.2015,0.2240,0.2122,594,1352,1279,2026-01-19T09:23:27.427475
2,test,0.4359,0.4377,0.4368,0.3179,0.3917,0.3510,0.5114,0.3285,0.4000,0.2320,0.2536,0.2423,530,1216,1211,2026-01-19T09:25:40.236257
3,dev,0.5338,0.5309,0.5323,0.3578,0.4241,0.3882,0.6144,0.5140,0.5597,0.2994,0.2732,0.2857,679,1272,1279,2026-01-19T09:45:47.354659
3,test,0.5141,0.4963,0.5050,0.3605,0.4354,0.3944,0.5405,0.3893,0.4526,0.3217,0.2945,0.3075,601,1169,1211,2026-01-19T09:48:00.338108
4,dev,0.5555,0.5364,0.5457,0.3933,0.4196,0.4060,0.6724,0.5075,0.5784,0.2944,0.3169,0.3053,686,1235,1279,2026-01-19T10:08:07.196916
4,test,0.5455,0.5153,0.5299,0.4113,0.4464,0.4281,0.6052,0.3990,0.4809,0.3032,0.3324,0.3171,624,1144,1211,2026-01-19T10:10:19.927040
5,dev,0.5530,0.5340,0.5434,0.3900,0.4353,0.4114,0.6329,0.5376,0.5814,0.3262,0.2923,0.3084,683,1235,1279,2026-01-19T10:30:26.940288
5,test,0.5445,0.5153,0.5295,0.4023,0.4639,0.4309,0.5854,0.4501,0.5089,0.3267,0.2886,0.3065,624,1146,1211,2026-01-19T10:32:39.702787
6,dev,0.5983,0.5637,0.5805,0.4362,0.4576,0.4466,0.6549,0.5591,0.6032,0.3453,0.3142,0.3290,721,1205,1279,2026-01-19T10:52:46.691833
6,test,0.5934,0.5458,0.5686,0.4654,0.5011,0.4826,0.5981,0.4526,0.5152,0.3560,0.3207,0.3374,661,1114,1211,2026-01-19T10:54:59.435738
7,dev,0.5998,0.5848,0.5922,0.4317,0.4866,0.4575,0.6242,0.6000,0.6118,0.3993,0.3142,0.3517,748,1247,1279,2026-01-19T11:15:06.591715
7,test,0.5872,0.5615,0.5741,0.4472,0.5186,0.4802,0.5794,0.5061,0.5403,0.3895,0.3032,0.3410,680,1158,1211,2026-01-19T11:17:19.364034
8,dev,0.5958,0.5833,0.5895,0.4581,0.4643,0.4612,0.6154,0.6194,0.6174,0.3529,0.3115,0.3309,746,1252,1279,2026-01-19T11:37:26.258522
8,test,0.5990,0.5698,0.5840,0.4779,0.4967,0.4871,0.5628,0.5012,0.5302,0.3657,0.3294,0.3466,690,1152,1211,2026-01-19T11:39:39.094424
9,dev,0.6008,0.5919,0.5963,0.4742,0.4710,0.4726,0.5824,0.6688,0.6226,0.3804,0.2869,0.3271,757,1260,1279,2026-01-19T11:59:45.964881
9,test,0.5829,0.5690,0.5758,0.4820,0.4989,0.4903,0.5116,0.5377,0.5243,0.3636,0.2915,0.3236,689,1182,1211,2026-01-19T12:01:58.808728
10,dev,0.6071,0.5981,0.6026,0.4642,0.4777,0.4708,0.6068,0.6538,0.6294,0.3823,0.3060,0.3399,765,1260,1279,2026-01-19T12:22:05.759940
10,test,0.5880,0.5681,0.5779,0.4701,0.4989,0.4841,0.5245,0.5207,0.5226,0.3942,0.3149,0.3501,688,1170,1211,2026-01-19T12:24:18.651862
10,test,0.5880,0.5681,0.5779,0.4701,0.4989,0.4841,0.5245,0.5207,0.5226,0.3942,0.3149,0.3501,688,1170,1211,2026-01-19T12:26:31.533985
