epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4137,0.3221,0.3622,0.2309,0.2500,0.2401,0.5986,0.3656,0.4539,0.2081,0.1257,0.1567,412,996,1279,2026-01-20T03:55:48.454234
1,test,0.4316,0.3047,0.3572,0.2993,0.3020,0.3007,0.5026,0.2360,0.3212,0.2718,0.1545,0.1970,369,855,1211,2026-01-20T03:57:59.778841
2,dev,0.5505,0.4769,0.5111,0.3536,0.3638,0.3586,0.6059,0.5290,0.5649,0.3562,0.2268,0.2771,610,1108,1279,2026-01-20T04:18:00.578005
2,test,0.5321,0.4377,0.4803,0.4040,0.4004,0.4022,0.4937,0.3796,0.4292,0.3122,0.2012,0.2447,530,996,1211,2026-01-20T04:20:11.850445
3,dev,0.5392,0.5481,0.5436,0.3712,0.4665,0.4135,0.6348,0.5570,0.5934,0.3166,0.2760,0.2949,701,1300,1279,2026-01-20T04:40:12.649996
3,test,0.5293,0.5227,0.5260,0.3943,0.4814,0.4335,0.5361,0.4161,0.4685,0.3366,0.3032,0.3190,633,1196,1211,2026-01-20T04:42:24.113055
4,dev,0.5746,0.5512,0.5626,0.4582,0.4040,0.4294,0.6310,0.5957,0.6128,0.3013,0.3169,0.3089,705,1227,1279,2026-01-20T05:02:24.806234
4,test,0.5463,0.5211,0.5334,0.4716,0.4354,0.4528,0.5322,0.4623,0.4948,0.3079,0.3294,0.3183,631,1155,1211,2026-01-20T05:04:36.025839
5,dev,0.5770,0.5598,0.5683,0.4078,0.4688,0.4361,0.6966,0.5677,0.6256,0.3304,0.3087,0.3192,716,1241,1279,2026-01-20T05:24:36.698366
5,test,0.5539,0.5392,0.5464,0.4288,0.4945,0.4593,0.6267,0.4574,0.5288,0.3256,0.3294,0.3275,653,1179,1211,2026-01-20T05:26:48.102746
6,dev,0.6329,0.5958,0.6138,0.4525,0.5000,0.4751,0.6837,0.6043,0.6416,0.4209,0.3415,0.3771,762,1204,1279,2026-01-20T05:46:48.691004
6,test,0.6202,0.5838,0.6014,0.4888,0.5274,0.5074,0.6065,0.4988,0.5474,0.4039,0.3615,0.3815,707,1140,1211,2026-01-20T05:49:00.475168
7,dev,0.6305,0.6083,0.6192,0.4507,0.5402,0.4914,0.6667,0.6280,0.6467,0.4531,0.3169,0.3730,778,1234,1279,2026-01-20T06:09:01.096188
7,test,0.6249,0.5929,0.6085,0.4833,0.5383,0.5093,0.5676,0.5109,0.5378,0.4610,0.3615,0.4052,718,1149,1211,2026-01-20T06:11:12.704476
8,dev,0.6271,0.6075,0.6172,0.4656,0.5290,0.4953,0.6466,0.6452,0.6459,0.4340,0.3142,0.3645,777,1239,1279,2026-01-20T06:31:13.529563
8,test,0.6067,0.5822,0.5942,0.4918,0.5252,0.5079,0.5468,0.5255,0.5360,0.4188,0.3382,0.3742,705,1162,1211,2026-01-20T06:33:24.834866
9,dev,0.6143,0.5989,0.6065,0.4699,0.5045,0.4865,0.6094,0.6710,0.6387,0.4422,0.3033,0.3598,766,1247,1279,2026-01-20T06:53:25.660999
9,test,0.6040,0.5780,0.5907,0.5075,0.5186,0.5130,0.5336,0.5596,0.5463,0.4264,0.3207,0.3661,700,1159,1211,2026-01-20T06:55:37.265056
10,dev,0.6171,0.6161,0.6166,0.4640,0.5179,0.4895,0.6190,0.6710,0.6440,0.4317,0.3197,0.3673,788,1277,1279,2026-01-20T07:15:38.305677
10,test,0.6076,0.5970,0.6022,0.5051,0.5383,0.5212,0.5409,0.5474,0.5441,0.4120,0.3411,0.3732,723,1190,1211,2026-01-20T07:17:49.908280
10,test,0.6076,0.5970,0.6022,0.5051,0.5383,0.5212,0.5409,0.5474,0.5441,0.4120,0.3411,0.3732,723,1190,1211,2026-01-20T07:20:01.320066
