epoch,step,loss,timestamp
1,100,1.595844,2026-01-20T14:58:24.000737
1,200,1.346138,2026-01-20T15:01:58.292294
1,300,1.181012,2026-01-20T15:05:32.511690
1,400,1.157884,2026-01-20T15:09:06.673358
1,500,1.057858,2026-01-20T15:12:40.960704
2,100,0.990594,2026-01-20T15:20:37.789632
2,200,0.969944,2026-01-20T15:24:12.017625
2,300,0.846266,2026-01-20T15:27:46.304468
2,400,0.907483,2026-01-20T15:31:20.542353
2,500,0.804778,2026-01-20T15:34:54.818344
3,100,0.767666,2026-01-20T15:42:51.803413
3,200,0.790483,2026-01-20T15:46:25.996345
3,300,0.694989,2026-01-20T15:50:00.166849
3,400,0.758633,2026-01-20T15:53:34.464277
3,500,0.677957,2026-01-20T15:57:08.702970
4,100,0.641649,2026-01-20T16:05:06.198647
4,200,0.680031,2026-01-20T16:08:40.400138
4,300,0.590501,2026-01-20T16:12:14.618156
4,400,0.637383,2026-01-20T16:15:48.833563
4,500,0.581718,2026-01-20T16:19:22.992058
5,100,0.566890,2026-01-20T16:27:20.012931
5,200,0.591898,2026-01-20T16:30:54.166173
5,300,0.506495,2026-01-20T16:34:28.425328
5,400,0.558428,2026-01-20T16:38:02.760756
5,500,0.516072,2026-01-20T16:41:37.051816
6,100,0.505675,2026-01-20T16:49:34.033936
6,200,0.515387,2026-01-20T16:53:08.234799
6,300,0.440154,2026-01-20T16:56:42.479167
6,400,0.497770,2026-01-20T17:00:16.710408
6,500,0.447578,2026-01-20T17:03:50.900096
7,100,0.437678,2026-01-20T17:11:48.042755
7,200,0.446632,2026-01-20T17:15:22.194936
7,300,0.373013,2026-01-20T17:18:56.399048
7,400,0.440851,2026-01-20T17:22:30.639155
7,500,0.399942,2026-01-20T17:26:04.801516
8,100,0.394212,2026-01-20T17:34:03.325640
8,200,0.408180,2026-01-20T17:37:37.564829
8,300,0.354486,2026-01-20T17:41:11.824851
8,400,0.390042,2026-01-20T17:44:46.068287
8,500,0.372988,2026-01-20T17:48:20.284550
9,100,0.358000,2026-01-20T17:56:17.900744
9,200,0.364520,2026-01-20T17:59:52.137448
9,300,0.320960,2026-01-20T18:03:26.384715
9,400,0.379627,2026-01-20T18:07:00.569096
9,500,0.336389,2026-01-20T18:10:34.697255
10,100,0.325018,2026-01-20T18:18:31.705429
10,200,0.329487,2026-01-20T18:22:05.938230
10,300,0.310412,2026-01-20T18:25:40.145682
10,400,0.346332,2026-01-20T18:29:14.348685
10,500,0.316926,2026-01-20T18:32:48.529206
