epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4953,0.3675,0.4219,0.2540,0.2121,0.2311,0.5215,0.4430,0.4791,0.3841,0.1721,0.2377,470,949,1279,2026-01-21T21:33:23.895970
1,test,0.4794,0.3369,0.3957,0.2179,0.1707,0.1914,0.4277,0.3455,0.3822,0.4354,0.1866,0.2612,408,851,1211,2026-01-21T21:35:37.680073
2,dev,0.5620,0.4855,0.5210,0.6053,0.1027,0.1756,0.4382,0.5871,0.5018,0.3162,0.3361,0.3258,621,1105,1279,2026-01-21T21:55:45.581409
2,test,0.5686,0.4789,0.5199,0.5444,0.1072,0.1792,0.3693,0.4915,0.4217,0.3497,0.3732,0.3611,580,1020,1211,2026-01-21T21:57:59.349822
3,dev,0.5779,0.4988,0.5355,0.5250,0.2812,0.3663,0.5114,0.6280,0.5637,0.4022,0.3033,0.3458,638,1104,1279,2026-01-21T22:18:07.365768
3,test,0.5894,0.4872,0.5335,0.5385,0.2910,0.3778,0.4324,0.5061,0.4664,0.4208,0.3178,0.3621,590,1001,1211,2026-01-21T22:20:21.181249
4,dev,0.5708,0.4980,0.5319,0.4530,0.3549,0.3980,0.5115,0.6215,0.5612,0.4862,0.2404,0.3218,637,1116,1279,2026-01-21T22:40:28.690162
4,test,0.5642,0.4789,0.5181,0.4633,0.3589,0.4044,0.4238,0.4939,0.4562,0.5568,0.3003,0.3902,580,1028,1211,2026-01-21T22:42:42.544471
5,dev,0.5890,0.5098,0.5465,0.4475,0.3996,0.4222,0.5476,0.6065,0.5755,0.5084,0.2486,0.3339,652,1107,1279,2026-01-21T23:02:50.618457
5,test,0.5829,0.4996,0.5380,0.4595,0.4092,0.4329,0.4382,0.4745,0.4556,0.5419,0.2828,0.3716,605,1038,1211,2026-01-21T23:05:04.336247
6,dev,0.6202,0.5465,0.5810,0.4387,0.4554,0.4469,0.5979,0.6172,0.6074,0.5896,0.2787,0.3785,699,1127,1279,2026-01-21T23:25:12.336236
6,test,0.6239,0.5343,0.5756,0.4328,0.4508,0.4416,0.5282,0.5012,0.5144,0.6084,0.2945,0.3969,647,1037,1211,2026-01-21T23:27:26.335757
7,dev,0.6555,0.5504,0.5984,0.4633,0.4509,0.4570,0.6716,0.5849,0.6253,0.5179,0.3169,0.3932,704,1074,1279,2026-01-21T23:47:34.100542
7,test,0.6667,0.5500,0.6027,0.4685,0.4551,0.4617,0.5994,0.4842,0.5357,0.5688,0.3615,0.4421,666,999,1211,2026-01-21T23:49:47.908976
8,dev,0.6641,0.6153,0.6388,0.4743,0.5357,0.5031,0.6259,0.5935,0.6093,0.5371,0.3361,0.4134,787,1185,1279,2026-01-22T00:09:55.953522
8,test,0.6838,0.6160,0.6481,0.5010,0.5558,0.5270,0.5664,0.5085,0.5359,0.5924,0.3644,0.4513,746,1091,1211,2026-01-22T00:12:09.785352
9,dev,0.6530,0.6239,0.6381,0.5222,0.5246,0.5234,0.6270,0.6581,0.6422,0.4889,0.3607,0.4151,798,1222,1279,2026-01-22T00:32:17.888213
9,test,0.6599,0.6185,0.6385,0.5243,0.5427,0.5333,0.5328,0.5328,0.5328,0.5447,0.3907,0.4550,749,1135,1211,2026-01-22T00:34:31.843555
10,dev,0.6603,0.6247,0.6420,0.5230,0.5067,0.5147,0.6330,0.6602,0.6463,0.5036,0.3852,0.4365,799,1210,1279,2026-01-22T00:54:39.705784
10,test,0.6640,0.6168,0.6396,0.5232,0.5186,0.5209,0.5379,0.5353,0.5366,0.5465,0.4111,0.4692,747,1125,1211,2026-01-22T00:56:53.720285
10,test,0.6640,0.6168,0.6396,0.5232,0.5186,0.5209,0.5379,0.5353,0.5366,0.5465,0.4111,0.4692,747,1125,1211,2026-01-22T00:59:07.703424
