epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.3950,0.2987,0.3402,0.2444,0.2701,0.2566,0.5714,0.3269,0.4159,0.2321,0.1066,0.1461,382,967,1279,2026-01-19T05:13:53.131343
1,test,0.3940,0.2717,0.3216,0.2704,0.2823,0.2762,0.4785,0.2165,0.2982,0.2667,0.1166,0.1623,329,835,1211,2026-01-19T05:16:05.672359
2,dev,0.5018,0.4347,0.4659,0.4020,0.3527,0.3757,0.5304,0.4882,0.5084,0.2338,0.1776,0.2019,556,1108,1279,2026-01-19T05:36:10.595717
2,test,0.4985,0.4178,0.4546,0.4204,0.3698,0.3935,0.4699,0.3796,0.4199,0.2482,0.1983,0.2204,506,1015,1211,2026-01-19T05:38:23.255760
3,dev,0.5254,0.4941,0.5093,0.4031,0.4129,0.4079,0.5957,0.4817,0.5327,0.2654,0.2596,0.2624,632,1203,1279,2026-01-19T05:58:28.082396
3,test,0.4991,0.4600,0.4787,0.4012,0.4311,0.4156,0.5350,0.3723,0.4390,0.2537,0.2478,0.2507,557,1116,1211,2026-01-19T06:00:40.992537
4,dev,0.4981,0.5145,0.5062,0.3703,0.4174,0.3924,0.5758,0.5226,0.5479,0.2513,0.2596,0.2554,658,1321,1279,2026-01-19T06:20:45.708216
4,test,0.4830,0.4822,0.4826,0.3859,0.4551,0.4177,0.5199,0.4136,0.4607,0.2419,0.2391,0.2405,584,1209,1211,2026-01-19T06:22:58.587525
5,dev,0.5560,0.5317,0.5436,0.4200,0.4219,0.4209,0.5768,0.5570,0.5667,0.3217,0.2760,0.2971,680,1223,1279,2026-01-19T06:43:03.392699
5,test,0.5354,0.5062,0.5204,0.4294,0.4595,0.4440,0.4901,0.4234,0.4543,0.3411,0.2974,0.3178,613,1145,1211,2026-01-19T06:45:16.191170
6,dev,0.5761,0.5567,0.5662,0.4274,0.4732,0.4492,0.6161,0.5419,0.5767,0.3302,0.2896,0.3086,712,1236,1279,2026-01-19T07:05:21.009018
6,test,0.5595,0.5318,0.5453,0.4368,0.4989,0.4658,0.5421,0.4234,0.4754,0.3574,0.3178,0.3364,644,1151,1211,2026-01-19T07:07:33.894857
7,dev,0.5889,0.5700,0.5793,0.4366,0.4844,0.4593,0.6101,0.5957,0.6028,0.3669,0.2787,0.3168,729,1238,1279,2026-01-19T07:27:38.866923
7,test,0.5841,0.5533,0.5683,0.4621,0.5208,0.4897,0.5620,0.4745,0.5145,0.3915,0.3207,0.3526,670,1147,1211,2026-01-19T07:29:51.844824
8,dev,0.6039,0.5864,0.5950,0.4700,0.5067,0.4876,0.6180,0.6194,0.6187,0.3986,0.3115,0.3497,750,1242,1279,2026-01-19T07:49:56.504600
8,test,0.5934,0.5640,0.5783,0.4949,0.5339,0.5137,0.5522,0.4891,0.5187,0.3806,0.3207,0.3481,683,1151,1211,2026-01-19T07:52:09.308787
9,dev,0.6050,0.5833,0.5939,0.4837,0.4978,0.4906,0.5984,0.6280,0.6128,0.3913,0.2951,0.3364,746,1233,1279,2026-01-19T08:12:14.303825
9,test,0.5970,0.5640,0.5800,0.5139,0.5274,0.5205,0.5476,0.5036,0.5247,0.3537,0.3032,0.3265,683,1144,1211,2026-01-19T08:14:27.377172
10,dev,0.5789,0.5966,0.5876,0.4483,0.4933,0.4697,0.5771,0.6516,0.6121,0.3931,0.3115,0.3476,763,1318,1279,2026-01-19T08:34:32.435210
10,test,0.5670,0.5764,0.5717,0.4733,0.5230,0.4969,0.4920,0.5207,0.5059,0.3846,0.3207,0.3498,698,1231,1211,2026-01-19T08:36:45.360587
10,test,0.5670,0.5764,0.5717,0.4733,0.5230,0.4969,0.4920,0.5207,0.5059,0.3846,0.3207,0.3498,698,1231,1211,2026-01-19T08:38:58.419001
