epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.2978,0.2181,0.2518,0.1849,0.1920,0.1884,0.3190,0.2387,0.2731,0.0431,0.0137,0.0207,279,937,1279,2026-01-21T13:59:05.761642
1,test,0.2865,0.2106,0.2427,0.2274,0.2254,0.2264,0.2364,0.1800,0.2044,0.0541,0.0175,0.0264,255,890,1211,2026-01-21T14:01:24.769892
2,dev,0.4907,0.4308,0.4588,0.3934,0.2143,0.2775,0.3847,0.5419,0.4500,0.2593,0.1530,0.1924,551,1123,1279,2026-01-21T14:21:30.196926
2,test,0.4914,0.4228,0.4545,0.4167,0.2407,0.3051,0.3137,0.4404,0.3664,0.2670,0.1487,0.1910,512,1042,1211,2026-01-21T14:23:43.436105
3,dev,0.3160,0.2995,0.3075,0.2993,0.1964,0.2372,0.3008,0.4172,0.3495,0.0888,0.0628,0.0736,383,1212,1279,2026-01-21T14:43:54.762717
3,test,0.2905,0.2742,0.2821,0.3138,0.1991,0.2436,0.2362,0.3431,0.2798,0.0958,0.0671,0.0789,332,1143,1211,2026-01-21T14:46:16.046084
4,dev,0.5872,0.5238,0.5537,0.5029,0.3906,0.4397,0.5153,0.5806,0.5460,0.3602,0.2568,0.2998,670,1141,1279,2026-01-21T15:06:18.184335
4,test,0.5961,0.5252,0.5584,0.5198,0.4026,0.4538,0.4486,0.4988,0.4724,0.3800,0.2770,0.3204,636,1067,1211,2026-01-21T15:08:30.375636
5,dev,0.6310,0.5536,0.5898,0.4925,0.4397,0.4646,0.5854,0.5677,0.5764,0.4462,0.3169,0.3706,708,1122,1279,2026-01-21T15:28:32.349178
5,test,0.6183,0.5417,0.5775,0.4821,0.4420,0.4612,0.4963,0.4915,0.4939,0.4777,0.3120,0.3774,656,1061,1211,2026-01-21T15:30:44.200884
6,dev,0.6414,0.5887,0.6139,0.5317,0.4866,0.5082,0.5575,0.6151,0.5849,0.5063,0.3279,0.3980,753,1174,1279,2026-01-21T15:50:46.003679
6,test,0.6421,0.5822,0.6107,0.5288,0.4814,0.5040,0.4967,0.5499,0.5219,0.5231,0.3294,0.4043,705,1098,1211,2026-01-21T15:52:57.856929
7,dev,0.6655,0.6005,0.6313,0.5344,0.5201,0.5271,0.6201,0.6108,0.6154,0.4919,0.3333,0.3974,768,1154,1279,2026-01-21T16:12:59.769435
7,test,0.6886,0.6061,0.6447,0.5512,0.5536,0.5524,0.5660,0.5109,0.5371,0.5174,0.3469,0.4154,734,1066,1211,2026-01-21T16:15:11.688321
8,dev,0.6749,0.6231,0.6480,0.5276,0.5335,0.5305,0.6437,0.6215,0.6324,0.5018,0.3716,0.4270,797,1181,1279,2026-01-21T16:35:13.748832
8,test,0.6717,0.6201,0.6449,0.5290,0.5580,0.5431,0.5681,0.5280,0.5473,0.4980,0.3586,0.4169,751,1118,1211,2026-01-21T16:37:25.742093
9,dev,0.6557,0.6224,0.6386,0.5000,0.5469,0.5224,0.6178,0.5978,0.6077,0.4924,0.3525,0.4108,796,1214,1279,2026-01-21T16:57:27.892846
9,test,0.6772,0.6375,0.6567,0.5038,0.5777,0.5382,0.5599,0.5231,0.5409,0.5198,0.3440,0.4140,772,1140,1211,2026-01-21T16:59:39.863453
10,dev,0.6720,0.6294,0.6500,0.5467,0.5357,0.5411,0.6354,0.6409,0.6381,0.5000,0.3798,0.4317,805,1198,1279,2026-01-21T17:19:41.999982
10,test,0.6864,0.6325,0.6584,0.5333,0.5427,0.5380,0.5620,0.5401,0.5509,0.5119,0.3761,0.4336,766,1116,1211,2026-01-21T17:21:53.872425
10,test,0.6864,0.6325,0.6584,0.5333,0.5427,0.5380,0.5620,0.5401,0.5509,0.5119,0.3761,0.4336,766,1116,1211,2026-01-21T17:24:05.786981
