epoch,step,loss,timestamp
1,25,1.369466,2026-01-03T20:18:22.991211
1,50,1.701222,2026-01-03T20:18:55.287414
1,75,1.424794,2026-01-03T20:19:27.570546
1,100,1.891192,2026-01-03T20:19:59.853715
1,125,1.229743,2026-01-03T20:20:32.160373
