epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5005,0.3683,0.4243,0.2378,0.2388,0.2383,0.5289,0.4323,0.4757,0.4286,0.1230,0.1911,471,941,1279,2026-01-22T05:07:47.259385
1,test,0.4709,0.3270,0.3860,0.2058,0.2013,0.2035,0.4263,0.3236,0.3679,0.4500,0.1050,0.1702,396,841,1211,2026-01-22T05:09:58.960336
2,dev,0.5585,0.4777,0.5150,0.4655,0.1205,0.1915,0.4006,0.5806,0.4741,0.3870,0.3087,0.3435,611,1094,1279,2026-01-22T05:30:02.391362
2,test,0.5536,0.4608,0.5029,0.4779,0.1182,0.1895,0.3636,0.5255,0.4299,0.3571,0.3061,0.3297,558,1008,1211,2026-01-22T05:32:14.350848
3,dev,0.4364,0.4027,0.4189,0.4323,0.2991,0.3536,0.3785,0.5161,0.4368,0.1770,0.1093,0.1351,515,1180,1279,2026-01-22T05:52:23.466409
3,test,0.3808,0.3468,0.3630,0.4209,0.2910,0.3441,0.3011,0.4015,0.3441,0.1545,0.1050,0.1250,420,1103,1211,2026-01-22T05:54:42.090307
4,dev,0.5707,0.5207,0.5446,0.4377,0.3371,0.3808,0.4776,0.6430,0.5481,0.5027,0.2541,0.3376,666,1167,1279,2026-01-22T06:14:44.759317
4,test,0.5587,0.4988,0.5271,0.4316,0.3523,0.3880,0.4323,0.5596,0.4878,0.5174,0.2595,0.3456,604,1081,1211,2026-01-22T06:16:56.731821
5,dev,0.5746,0.5332,0.5531,0.4296,0.4085,0.4188,0.5256,0.6409,0.5775,0.5028,0.2486,0.3327,682,1187,1279,2026-01-22T06:36:59.626358
5,test,0.5825,0.5219,0.5505,0.4412,0.4267,0.4338,0.4770,0.5547,0.5129,0.5346,0.2478,0.3386,632,1085,1211,2026-01-22T06:39:11.706511
6,dev,0.6104,0.5598,0.5840,0.4370,0.4487,0.4427,0.5460,0.6258,0.5832,0.5556,0.2596,0.3538,716,1173,1279,2026-01-22T06:59:14.727176
6,test,0.6176,0.5549,0.5846,0.4493,0.4748,0.4617,0.5069,0.5377,0.5218,0.5964,0.2886,0.3890,672,1088,1211,2026-01-22T07:01:27.023533
7,dev,0.5827,0.5176,0.5482,0.4865,0.4844,0.4855,0.5901,0.6129,0.6013,0.2814,0.1530,0.1982,662,1136,1279,2026-01-22T07:21:33.643049
7,test,0.5647,0.4938,0.5269,0.5265,0.5208,0.5237,0.5100,0.4964,0.5031,0.2573,0.1545,0.1931,598,1059,1211,2026-01-22T07:23:49.867372
8,dev,0.6522,0.5864,0.6175,0.4848,0.5000,0.4923,0.6093,0.5935,0.6013,0.4410,0.2760,0.3395,750,1150,1279,2026-01-22T07:43:54.074579
8,test,0.6483,0.5813,0.6130,0.5396,0.5667,0.5528,0.5738,0.5109,0.5405,0.4142,0.2886,0.3402,704,1086,1211,2026-01-22T07:46:07.269633
9,dev,0.6639,0.6302,0.6466,0.4935,0.5112,0.5022,0.6055,0.6667,0.6346,0.5474,0.3470,0.4247,806,1214,1279,2026-01-22T08:06:10.146251
9,test,0.6767,0.6342,0.6547,0.5354,0.5624,0.5486,0.5803,0.5888,0.5845,0.5316,0.3673,0.4345,768,1135,1211,2026-01-22T08:08:22.483754
10,dev,0.6739,0.6333,0.6530,0.5162,0.4978,0.5068,0.6133,0.6753,0.6428,0.5418,0.3716,0.4408,810,1202,1279,2026-01-22T08:28:25.665834
10,test,0.6731,0.6292,0.6504,0.5570,0.5558,0.5564,0.5922,0.5937,0.5930,0.5076,0.3878,0.4397,762,1132,1211,2026-01-22T08:30:37.804363
10,test,0.6731,0.6292,0.6504,0.5570,0.5558,0.5564,0.5922,0.5937,0.5930,0.5076,0.3878,0.4397,762,1132,1211,2026-01-22T08:32:49.903215
