epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.6147,0.1697,0.2659,0.0000,0.0000,0.0000,1.0000,0.0022,0.0043,0.2131,0.2049,0.2089,217,353,1279,2026-01-10T13:49:50.194444
1,test,0.5630,0.1660,0.2564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1765,0.1837,0.1800,201,357,1211,2026-01-10T13:52:01.528728
2,dev,0.6146,0.1446,0.2342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1395,0.1148,0.1259,185,301,1279,2026-01-10T14:03:08.261994
2,test,0.5649,0.1329,0.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1614,0.1341,0.1465,161,285,1211,2026-01-10T14:05:19.652557
3,dev,0.6857,0.2916,0.4092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1765,0.2623,0.2110,373,544,1279,2026-01-10T14:16:26.544930
3,test,0.6647,0.2832,0.3972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2035,0.3061,0.2445,343,516,1211,2026-01-10T14:18:38.095603
4,dev,0.6985,0.3550,0.4707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.3552,0.2559,454,650,1279,2026-01-10T14:29:45.144015
4,test,0.6683,0.3476,0.4574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2048,0.3761,0.2652,421,630,1211,2026-01-10T14:31:56.869629
5,dev,0.7110,0.4769,0.5709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1981,0.4645,0.2778,610,858,1279,2026-01-10T14:43:04.230139
5,test,0.6952,0.4765,0.5654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2060,0.4985,0.2916,577,830,1211,2026-01-10T14:45:16.294977
6,dev,0.6262,0.5121,0.5634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1654,0.4727,0.2450,655,1046,1279,2026-01-10T14:56:23.630727
6,test,0.6278,0.5111,0.5635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1755,0.5044,0.2603,619,986,1211,2026-01-10T14:58:36.016263
7,dev,0.6634,0.5301,0.5893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1859,0.5191,0.2738,678,1022,1279,2026-01-10T15:09:43.551331
7,test,0.6512,0.5227,0.5799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1944,0.5510,0.2875,633,972,1211,2026-01-10T15:11:55.791565
8,dev,0.6654,0.5629,0.6099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1895,0.5601,0.2831,720,1082,1279,2026-01-10T15:23:03.155301
8,test,0.6706,0.5632,0.6122,0.0000,0.0000,0.0000,1.0000,0.0024,0.0049,0.1998,0.5918,0.2987,682,1017,1211,2026-01-10T15:25:15.327328
9,dev,0.6584,0.5801,0.6168,0.0000,0.0000,0.0000,0.4756,0.0839,0.1426,0.1956,0.5574,0.2896,742,1127,1279,2026-01-10T15:36:22.856659
9,test,0.6502,0.5772,0.6115,0.0000,0.0000,0.0000,0.3855,0.0779,0.1296,0.2016,0.5831,0.2996,699,1075,1211,2026-01-10T15:38:35.134605
10,dev,0.6320,0.6177,0.6248,0.3593,0.1339,0.1951,0.3527,0.5613,0.4332,0.3761,0.3525,0.3639,790,1250,1279,2026-01-10T15:49:42.685031
10,test,0.5988,0.5929,0.5959,0.4278,0.1816,0.2550,0.2885,0.4599,0.3546,0.4171,0.4257,0.4214,718,1199,1211,2026-01-10T15:51:54.936101
10,test,0.5988,0.5929,0.5959,0.4278,0.1816,0.2550,0.2885,0.4599,0.3546,0.4171,0.4257,0.4214,718,1199,1211,2026-01-10T15:54:07.264279
