epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.3045,0.2064,0.2460,0.1318,0.1138,0.1222,0.3598,0.3312,0.3449,0.1154,0.0164,0.0287,264,867,1279,2026-01-20T19:01:24.736318
1,test,0.2481,0.1652,0.1983,0.1337,0.1182,0.1254,0.2514,0.2238,0.2368,0.2222,0.0233,0.0422,200,806,1211,2026-01-20T19:03:43.960401
2,dev,0.5753,0.5020,0.5361,0.5049,0.1161,0.1887,0.3719,0.6430,0.4712,0.4019,0.2295,0.2922,642,1116,1279,2026-01-20T19:23:47.756824
2,test,0.5891,0.4913,0.5358,0.5357,0.0985,0.1664,0.3079,0.5401,0.3922,0.4146,0.2478,0.3102,595,1010,1211,2026-01-20T19:26:00.040598
3,dev,0.5735,0.5278,0.5497,0.4563,0.3147,0.3725,0.4551,0.6645,0.5402,0.4603,0.2377,0.3135,675,1177,1279,2026-01-20T19:46:03.055954
3,test,0.5694,0.5078,0.5369,0.4660,0.3151,0.3760,0.3838,0.5547,0.4537,0.5028,0.2595,0.3423,615,1080,1211,2026-01-20T19:48:15.482725
4,dev,0.5961,0.5215,0.5563,0.4470,0.3862,0.4144,0.5389,0.6409,0.5855,0.4804,0.2350,0.3156,667,1119,1279,2026-01-20T20:08:18.759472
4,test,0.5992,0.5062,0.5488,0.4677,0.3807,0.4198,0.4412,0.5207,0.4777,0.5482,0.2653,0.3576,613,1023,1211,2026-01-20T20:10:31.072313
5,dev,0.6012,0.5622,0.5810,0.4139,0.4397,0.4264,0.5581,0.6409,0.5966,0.5538,0.2814,0.3732,719,1196,1279,2026-01-20T20:30:34.238794
5,test,0.5805,0.5301,0.5542,0.4198,0.4464,0.4327,0.4933,0.5377,0.5146,0.5465,0.2741,0.3650,642,1106,1211,2026-01-20T20:32:46.656554
6,dev,0.6316,0.5778,0.6035,0.4274,0.4732,0.4492,0.6277,0.6344,0.6310,0.5294,0.2951,0.3789,739,1170,1279,2026-01-20T20:52:50.115195
6,test,0.6195,0.5566,0.5863,0.4196,0.4683,0.4426,0.5473,0.5207,0.5337,0.5722,0.3120,0.4038,674,1088,1211,2026-01-20T20:55:02.540646
7,dev,0.6936,0.6317,0.6612,0.5000,0.5491,0.5234,0.6562,0.6323,0.6440,0.5822,0.3579,0.4433,808,1165,1279,2026-01-20T21:15:05.990371
7,test,0.6730,0.6135,0.6419,0.4962,0.5646,0.5281,0.5815,0.5207,0.5494,0.5185,0.3265,0.4007,743,1104,1211,2026-01-20T21:17:18.331295
8,dev,0.6945,0.6435,0.6680,0.5123,0.5558,0.5332,0.6630,0.6430,0.6528,0.5524,0.3743,0.4463,823,1185,1279,2026-01-20T21:37:21.679890
8,test,0.6844,0.6268,0.6543,0.5232,0.5667,0.5441,0.5876,0.5304,0.5575,0.5185,0.3673,0.4300,759,1109,1211,2026-01-20T21:39:34.090463
9,dev,0.6598,0.6552,0.6575,0.5093,0.5513,0.5295,0.6096,0.6817,0.6437,0.5283,0.3825,0.4437,838,1270,1279,2026-01-20T21:59:37.717584
9,test,0.6710,0.6383,0.6543,0.5255,0.5646,0.5443,0.5465,0.5572,0.5518,0.5000,0.3528,0.4137,773,1152,1211,2026-01-20T22:01:50.169248
10,dev,0.6634,0.6396,0.6513,0.5291,0.5268,0.5280,0.6270,0.6688,0.6472,0.4948,0.3934,0.4384,818,1233,1279,2026-01-20T22:21:53.332405
10,test,0.6892,0.6317,0.6592,0.5504,0.5492,0.5498,0.5873,0.5645,0.5757,0.4865,0.3673,0.4186,765,1110,1211,2026-01-20T22:24:05.773027
10,test,0.6892,0.6317,0.6592,0.5504,0.5492,0.5498,0.5873,0.5645,0.5757,0.4865,0.3673,0.4186,765,1110,1211,2026-01-20T22:26:18.198519
