epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5162,0.3620,0.4256,0.2730,0.1987,0.2300,0.5083,0.4624,0.4842,0.3851,0.1557,0.2218,463,897,1279,2026-01-20T07:41:57.227514
1,test,0.5012,0.3320,0.3994,0.2296,0.1597,0.1884,0.4171,0.3552,0.3837,0.4030,0.1574,0.2264,402,802,1211,2026-01-20T07:44:09.729131
2,dev,0.5525,0.4816,0.5146,0.5190,0.0915,0.1556,0.4080,0.6108,0.4892,0.3412,0.3169,0.3286,616,1115,1279,2026-01-20T08:04:15.831602
2,test,0.5368,0.4633,0.4973,0.5222,0.1028,0.1718,0.3354,0.5182,0.4073,0.3750,0.3499,0.3620,561,1045,1211,2026-01-20T08:06:28.363908
3,dev,0.6035,0.5129,0.5545,0.5436,0.2924,0.3803,0.5168,0.6301,0.5678,0.4086,0.3115,0.3535,656,1087,1279,2026-01-20T08:26:34.690185
3,test,0.6078,0.5004,0.5489,0.5772,0.3107,0.4040,0.4403,0.5207,0.4771,0.4415,0.3411,0.3849,606,997,1211,2026-01-20T08:28:47.299965
4,dev,0.5805,0.5074,0.5415,0.4169,0.3304,0.3686,0.5186,0.6301,0.5689,0.5101,0.2760,0.3582,649,1118,1279,2026-01-20T08:48:53.280833
4,test,0.5675,0.4897,0.5257,0.4378,0.3545,0.3918,0.4354,0.5085,0.4691,0.5282,0.3003,0.3829,593,1045,1211,2026-01-20T08:51:05.701479
5,dev,0.5933,0.5246,0.5568,0.4231,0.4174,0.4202,0.5421,0.6086,0.5735,0.5449,0.2486,0.3415,671,1131,1279,2026-01-20T09:11:11.818298
5,test,0.5745,0.5029,0.5363,0.4258,0.4267,0.4262,0.4556,0.4866,0.4706,0.5399,0.2566,0.3478,609,1060,1211,2026-01-20T09:13:24.244405
6,dev,0.6443,0.5551,0.5964,0.4515,0.4576,0.4545,0.6063,0.6194,0.6128,0.5896,0.2787,0.3785,710,1102,1279,2026-01-20T09:33:30.408470
6,test,0.6423,0.5442,0.5892,0.4454,0.4726,0.4586,0.5503,0.5061,0.5272,0.6074,0.2886,0.3913,659,1026,1211,2026-01-20T09:35:43.014079
7,dev,0.6599,0.5598,0.6058,0.4469,0.4509,0.4489,0.6780,0.6022,0.6378,0.5364,0.3224,0.4027,716,1085,1279,2026-01-20T09:55:49.367290
7,test,0.6546,0.5508,0.5982,0.4454,0.4551,0.4502,0.5925,0.4988,0.5416,0.5728,0.3440,0.4299,667,1019,1211,2026-01-20T09:58:01.943673
8,dev,0.6765,0.6294,0.6521,0.4778,0.5513,0.5119,0.6205,0.5978,0.6090,0.5644,0.3470,0.4298,805,1190,1279,2026-01-20T10:18:08.247334
8,test,0.6779,0.6168,0.6459,0.4990,0.5689,0.5317,0.5650,0.5182,0.5406,0.6078,0.3615,0.4534,747,1102,1211,2026-01-20T10:20:20.840050
9,dev,0.6702,0.6372,0.6533,0.5087,0.5246,0.5165,0.6232,0.6581,0.6402,0.5323,0.3825,0.4452,815,1216,1279,2026-01-20T10:40:27.049845
9,test,0.6670,0.6301,0.6480,0.5209,0.5449,0.5326,0.5420,0.5499,0.5459,0.5502,0.3994,0.4628,763,1144,1211,2026-01-20T10:42:39.679417
10,dev,0.6719,0.6357,0.6533,0.5298,0.5156,0.5226,0.6304,0.6602,0.6450,0.4913,0.3852,0.4319,813,1210,1279,2026-01-20T11:02:46.000026
10,test,0.6708,0.6292,0.6493,0.5260,0.5317,0.5288,0.5516,0.5596,0.5556,0.5564,0.4169,0.4767,762,1136,1211,2026-01-20T11:04:58.755611
10,test,0.6708,0.6292,0.6493,0.5260,0.5317,0.5288,0.5516,0.5596,0.5556,0.5564,0.4169,0.4767,762,1136,1211,2026-01-20T11:07:11.402333
