epoch,step,loss,timestamp
1,100,1.343015,2026-01-18T06:18:24.419812
1,200,1.059599,2026-01-18T06:21:58.376193
1,300,0.943248,2026-01-18T06:25:32.359417
1,400,0.877339,2026-01-18T06:29:06.091659
1,500,0.857603,2026-01-18T06:32:39.905064
2,100,0.798115,2026-01-18T06:40:36.896218
2,200,0.738403,2026-01-18T06:44:10.675018
2,300,0.688958,2026-01-18T06:47:44.578354
2,400,0.649680,2026-01-18T06:51:18.382808
2,500,0.617624,2026-01-18T06:54:52.230240
3,100,0.607263,2026-01-18T07:02:49.529291
3,200,0.573101,2026-01-18T07:06:23.342433
3,300,0.535142,2026-01-18T07:09:57.101471
3,400,0.516298,2026-01-18T07:13:30.870228
3,500,0.493208,2026-01-18T07:17:04.660521
4,100,0.483955,2026-01-18T07:25:02.124946
4,200,0.478920,2026-01-18T07:28:35.831875
4,300,0.435376,2026-01-18T07:32:09.707888
4,400,0.430138,2026-01-18T07:35:43.446188
4,500,0.416592,2026-01-18T07:39:17.351325
5,100,0.404470,2026-01-18T07:47:14.807300
5,200,0.419176,2026-01-18T07:50:48.635030
5,300,0.378827,2026-01-18T07:54:22.461318
5,400,0.361417,2026-01-18T07:57:56.282539
5,500,0.361792,2026-01-18T08:01:30.146086
6,100,0.349695,2026-01-18T08:09:27.572904
6,200,0.362419,2026-01-18T08:13:01.396717
6,300,0.326287,2026-01-18T08:16:35.225485
6,400,0.325183,2026-01-18T08:20:09.054712
6,500,0.315922,2026-01-18T08:23:42.858463
7,100,0.294658,2026-01-18T08:31:39.973889
7,200,0.316848,2026-01-18T08:35:13.771381
7,300,0.294176,2026-01-18T08:38:47.486465
7,400,0.282057,2026-01-18T08:42:21.193078
7,500,0.282337,2026-01-18T08:45:54.950949
8,100,0.270315,2026-01-18T08:53:52.509459
8,200,0.288929,2026-01-18T08:57:26.288565
8,300,0.260638,2026-01-18T09:01:00.171728
8,400,0.259156,2026-01-18T09:04:33.985267
8,500,0.257564,2026-01-18T09:08:07.865392
9,100,0.242151,2026-01-18T09:16:04.962382
9,200,0.257105,2026-01-18T09:19:38.774595
9,300,0.236306,2026-01-18T09:23:12.662264
9,400,0.227195,2026-01-18T09:26:46.487004
9,500,0.233288,2026-01-18T09:30:20.200887
10,100,0.221922,2026-01-18T09:38:17.632572
10,200,0.242124,2026-01-18T09:41:51.478004
10,300,0.219930,2026-01-18T09:45:25.210663
10,400,0.228566,2026-01-18T09:48:59.054973
10,500,0.223318,2026-01-18T09:52:32.797882
