epoch,step,loss,timestamp
1,100,1.299416,2026-01-10T18:15:25.399091
1,200,1.052208,2026-01-10T18:19:00.077211
2,100,1.373656,2026-01-10T18:28:47.909768
2,200,0.751971,2026-01-10T18:32:22.574838
3,100,1.128428,2026-01-10T18:42:11.030078
3,200,0.651402,2026-01-10T18:45:45.654807
4,100,1.009790,2026-01-10T18:55:34.250045
4,200,0.586481,2026-01-10T18:59:08.922968
5,100,0.927534,2026-01-10T19:08:58.044785
5,200,0.541864,2026-01-10T19:12:32.636010
6,100,0.891324,2026-01-10T19:22:21.624213
6,200,0.510991,2026-01-10T19:25:56.176757
7,100,0.837386,2026-01-10T19:35:45.277694
7,200,0.484285,2026-01-10T19:39:19.935593
8,100,0.796386,2026-01-10T19:49:09.153281
8,200,0.494125,2026-01-10T19:52:43.716560
9,100,0.852299,2026-01-10T20:02:33.063847
9,200,0.599662,2026-01-10T20:06:07.685704
10,100,1.007955,2026-01-10T20:16:01.089792
10,200,0.841376,2026-01-10T20:19:35.671198
