epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1279,2026-01-08T15:00:42.129221
1,test,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1211,2026-01-08T15:02:52.770054
2,dev,0.4286,0.0023,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0055,0.0107,3,7,1279,2026-01-08T15:07:17.337443
2,test,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,1211,2026-01-08T15:09:27.672052
3,dev,0.8878,0.0680,0.1264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,0.1038,0.1638,87,98,1279,2026-01-08T15:13:52.152078
3,test,0.8785,0.0776,0.1426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4112,0.1283,0.1956,94,107,1211,2026-01-08T15:16:02.619667
4,dev,0.6631,0.1446,0.2375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2708,0.2049,0.2333,185,279,1279,2026-01-08T15:20:27.176596
4,test,0.6886,0.1552,0.2534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3100,0.2449,0.2736,188,273,1211,2026-01-08T15:22:37.701424
5,dev,0.7031,0.1759,0.2814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2956,0.2568,0.2749,225,320,1279,2026-01-08T15:27:02.804261
5,test,0.7708,0.1916,0.3069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3645,0.3178,0.3396,232,301,1211,2026-01-08T15:29:13.652777
6,dev,0.7362,0.1767,0.2850,0.0000,0.0000,0.0000,0.1000,0.0043,0.0082,0.3193,0.2486,0.2796,226,307,1279,2026-01-08T15:33:38.272071
6,test,0.7588,0.1949,0.3101,0.0000,0.0000,0.0000,0.0400,0.0024,0.0046,0.3768,0.3120,0.3413,236,311,1211,2026-01-08T15:35:49.019063
7,dev,0.6004,0.2455,0.3485,0.0000,0.0000,0.0000,0.1697,0.1204,0.1409,0.3927,0.2049,0.2693,314,523,1279,2026-01-08T15:40:14.294507
7,test,0.5797,0.2642,0.3630,0.0000,0.0000,0.0000,0.1383,0.1168,0.1266,0.4467,0.2566,0.3259,320,552,1211,2026-01-08T15:42:25.357151
8,dev,0.5519,0.1955,0.2887,0.2308,0.0469,0.0779,0.0860,0.0409,0.0554,0.4173,0.1585,0.2297,250,453,1279,2026-01-08T15:46:50.328234
8,test,0.5355,0.2056,0.2971,0.2755,0.0591,0.0973,0.0452,0.0243,0.0316,0.4610,0.1895,0.2686,249,465,1211,2026-01-08T15:49:01.247421
9,dev,0.5751,0.1767,0.2703,0.2222,0.0848,0.1228,0.0603,0.0151,0.0241,0.4423,0.1257,0.1957,226,393,1279,2026-01-08T15:53:26.224685
9,test,0.5525,0.1825,0.2744,0.2437,0.0853,0.1264,0.0752,0.0243,0.0368,0.5000,0.1487,0.2292,221,400,1211,2026-01-08T15:55:37.111385
10,dev,0.5872,0.1869,0.2835,0.2237,0.1138,0.1509,0.0909,0.0172,0.0289,0.4607,0.1120,0.1802,239,407,1279,2026-01-08T16:00:02.090964
10,test,0.5666,0.1932,0.2882,0.2455,0.1182,0.1595,0.0851,0.0195,0.0317,0.4787,0.1312,0.2059,234,413,1211,2026-01-08T16:02:12.916990
10,test,0.5666,0.1932,0.2882,0.2455,0.1182,0.1595,0.0851,0.0195,0.0317,0.4787,0.1312,0.2059,234,413,1211,2026-01-08T16:04:23.627052
