epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.2849,0.1962,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1126,0.2705,0.1590,251,881,1279,2026-01-08T19:37:43.527009
1,test,0.2859,0.2122,0.2436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1235,0.3207,0.1783,257,899,1211,2026-01-08T19:39:55.655277
2,dev,0.3921,0.2940,0.3360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1494,0.3907,0.2162,376,959,1279,2026-01-08T19:46:36.294919
2,test,0.4028,0.3303,0.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1513,0.4344,0.2244,400,993,1211,2026-01-08T19:48:48.533214
3,dev,0.4711,0.2737,0.3462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1741,0.3525,0.2331,350,743,1279,2026-01-08T19:55:28.824802
3,test,0.4695,0.2989,0.3653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1872,0.4169,0.2584,362,771,1211,2026-01-08T19:57:40.864575
4,dev,0.4630,0.3135,0.3739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1759,0.4153,0.2472,401,866,1279,2026-01-08T20:04:21.196300
4,test,0.4657,0.3476,0.3981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1696,0.4431,0.2454,421,904,1211,2026-01-08T20:06:33.322344
5,dev,0.3994,0.2885,0.3350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1464,0.3689,0.2096,369,924,1279,2026-01-08T20:13:13.652805
5,test,0.3858,0.2998,0.3374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1459,0.3965,0.2133,363,941,1211,2026-01-08T20:15:25.706858
6,dev,0.5780,0.2549,0.3538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2153,0.3306,0.2608,326,564,1279,2026-01-08T20:22:05.809640
6,test,0.5533,0.2700,0.3629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2329,0.3965,0.2934,327,591,1211,2026-01-08T20:24:17.745433
7,dev,0.6680,0.2611,0.3755,0.2500,0.0022,0.0044,0.5123,0.1785,0.2648,0.3084,0.2814,0.2943,334,500,1279,2026-01-08T20:30:57.854180
7,test,0.6673,0.2733,0.3878,0.0000,0.0000,0.0000,0.3050,0.1046,0.1558,0.3229,0.3294,0.3261,331,496,1211,2026-01-08T20:33:09.824807
8,dev,0.5438,0.2963,0.3836,0.1455,0.0714,0.0958,0.4609,0.2409,0.3164,0.3648,0.2322,0.2838,379,697,1279,2026-01-08T20:39:50.024402
8,test,0.5176,0.2907,0.3723,0.1607,0.0788,0.1057,0.2972,0.1533,0.2022,0.4108,0.2886,0.3390,352,680,1211,2026-01-08T20:42:01.924449
9,dev,0.5668,0.3448,0.4288,0.2647,0.2009,0.2284,0.5168,0.2645,0.3499,0.3788,0.2049,0.2660,441,778,1279,2026-01-08T20:48:42.373635
9,test,0.5549,0.3336,0.4167,0.3129,0.2232,0.2605,0.3424,0.1533,0.2118,0.4159,0.2595,0.3196,404,728,1211,2026-01-08T20:50:54.430893
10,dev,0.5810,0.3589,0.4437,0.2840,0.2612,0.2721,0.5799,0.2731,0.3713,0.3974,0.1694,0.2375,459,790,1279,2026-01-08T20:57:34.693161
10,test,0.5612,0.3443,0.4268,0.2947,0.2670,0.2801,0.3860,0.1606,0.2268,0.4675,0.2099,0.2897,417,743,1211,2026-01-08T20:59:46.630163
10,test,0.5612,0.3443,0.4268,0.2947,0.2670,0.2801,0.3860,0.1606,0.2268,0.4675,0.2099,0.2897,417,743,1211,2026-01-08T21:01:58.537390
