epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.3889,0.2572,0.3096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1452,0.3333,0.2023,329,846,1279,2026-01-09T05:37:05.842240
1,test,0.3512,0.2486,0.2911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1281,0.3149,0.1821,301,857,1211,2026-01-09T05:39:16.504930
2,dev,0.4005,0.3636,0.3811,0.0000,0.0000,0.0000,0.5207,0.1892,0.2776,0.1136,0.3005,0.1649,465,1161,1279,2026-01-09T05:50:22.012938
2,test,0.3420,0.3138,0.3273,0.0000,0.0000,0.0000,0.3622,0.1119,0.1710,0.1047,0.2945,0.1544,380,1111,1211,2026-01-09T05:52:32.740664
3,dev,0.4937,0.3659,0.4203,0.0000,0.0000,0.0000,0.7901,0.1376,0.2344,0.1423,0.3251,0.1980,468,948,1279,2026-01-09T06:03:38.056143
3,test,0.4576,0.3386,0.3892,0.0000,0.0000,0.0000,0.6471,0.0803,0.1429,0.1406,0.3353,0.1981,410,896,1211,2026-01-09T06:05:48.786490
4,dev,0.4781,0.3917,0.4306,0.0000,0.0000,0.0000,0.9600,0.0516,0.0980,0.1284,0.3497,0.1878,501,1048,1279,2026-01-09T06:16:54.146112
4,test,0.4416,0.3625,0.3982,0.0000,0.0000,0.0000,1.0000,0.0122,0.0240,0.1282,0.3615,0.1893,439,994,1211,2026-01-09T06:19:05.011509
5,dev,0.5009,0.4128,0.4526,0.0000,0.0000,0.0000,1.0000,0.0430,0.0825,0.1373,0.3825,0.2020,528,1054,1279,2026-01-09T06:30:10.377195
5,test,0.4549,0.3790,0.4135,0.0000,0.0000,0.0000,1.0000,0.0146,0.0288,0.1296,0.3732,0.1923,459,1009,1211,2026-01-09T06:32:21.211592
6,dev,0.5876,0.4535,0.5119,0.0000,0.0000,0.0000,0.9375,0.0323,0.0624,0.1651,0.4344,0.2393,580,987,1279,2026-01-09T06:43:26.587619
6,test,0.5599,0.4286,0.4855,0.0000,0.0000,0.0000,1.0000,0.0122,0.0240,0.1727,0.4577,0.2508,519,927,1211,2026-01-09T06:45:37.672466
7,dev,0.6023,0.4902,0.5405,0.0000,0.0000,0.0000,0.8824,0.0323,0.0622,0.1744,0.4836,0.2563,627,1041,1279,2026-01-09T06:56:43.189433
7,test,0.5979,0.4715,0.5272,0.0000,0.0000,0.0000,1.0000,0.0122,0.0240,0.1874,0.5131,0.2746,571,955,1211,2026-01-09T06:58:54.162496
8,dev,0.6124,0.5348,0.5710,0.0000,0.0000,0.0000,0.8515,0.1849,0.3039,0.1863,0.5137,0.2735,684,1117,1279,2026-01-09T07:09:59.984948
8,test,0.6233,0.5343,0.5754,0.0000,0.0000,0.0000,0.7234,0.0827,0.1485,0.2004,0.5743,0.2971,647,1038,1211,2026-01-09T07:12:11.067898
9,dev,0.6485,0.5496,0.5950,0.8333,0.0112,0.0220,0.4062,0.3677,0.3860,0.2723,0.4836,0.3484,703,1084,1279,2026-01-09T07:23:16.816349
9,test,0.6684,0.5376,0.5959,0.5263,0.0219,0.0420,0.3104,0.2530,0.2788,0.2892,0.5160,0.3707,651,974,1211,2026-01-09T07:25:27.792353
10,dev,0.6351,0.5145,0.5685,0.4485,0.3304,0.3805,0.4333,0.4538,0.4433,0.4104,0.2377,0.3010,658,1036,1279,2026-01-09T07:36:33.504200
10,test,0.6296,0.4855,0.5483,0.4553,0.3457,0.3930,0.3683,0.3333,0.3499,0.4211,0.2566,0.3188,588,934,1211,2026-01-09T07:38:44.397442
10,test,0.6296,0.4855,0.5483,0.4553,0.3457,0.3930,0.3683,0.3333,0.3499,0.4211,0.2566,0.3188,588,934,1211,2026-01-09T07:40:55.269982
