epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4066,0.2025,0.2704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1483,0.2568,0.1880,259,637,1279,2026-01-09T00:11:16.798621
1,test,0.4041,0.2106,0.2769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.3032,0.2151,255,631,1211,2026-01-09T00:13:27.098346
2,dev,0.4212,0.2885,0.3425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1487,0.3552,0.2097,369,876,1279,2026-01-09T00:20:05.069885
2,test,0.3977,0.2808,0.3291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1673,0.4140,0.2383,340,855,1211,2026-01-09T00:22:15.524925
3,dev,0.5368,0.3706,0.4385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1706,0.4098,0.2410,474,883,1279,2026-01-09T00:28:53.343179
3,test,0.5339,0.3832,0.4462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1841,0.4606,0.2631,464,869,1211,2026-01-09T00:31:03.829241
4,dev,0.4456,0.4738,0.4593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1304,0.4754,0.2047,606,1360,1279,2026-01-09T00:37:41.980937
4,test,0.4336,0.4690,0.4506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1339,0.4985,0.2111,568,1310,1211,2026-01-09T00:39:52.769730
5,dev,0.5907,0.4558,0.5146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1694,0.4508,0.2463,583,987,1279,2026-01-09T00:46:31.060189
5,test,0.5639,0.4443,0.4970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1754,0.4781,0.2567,538,954,1211,2026-01-09T00:48:41.981554
6,dev,0.3041,0.3659,0.3322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0615,0.2541,0.0990,468,1539,1279,2026-01-09T00:55:27.065834
6,test,0.2977,0.3609,0.3262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0653,0.2741,0.1055,437,1468,1211,2026-01-09T00:57:44.115050
7,dev,0.3976,0.3933,0.3954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0873,0.2951,0.1347,503,1265,1279,2026-01-09T01:04:27.579708
7,test,0.3748,0.3732,0.3740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0931,0.3207,0.1443,452,1206,1211,2026-01-09T01:06:43.487170
8,dev,0.5798,0.4574,0.5114,0.0000,0.0000,0.0000,0.3719,0.0968,0.1536,0.1840,0.4399,0.2595,585,1009,1279,2026-01-09T01:13:22.065009
8,test,0.5913,0.4624,0.5190,0.0000,0.0000,0.0000,0.2857,0.0779,0.1224,0.2112,0.5044,0.2978,560,947,1211,2026-01-09T01:15:33.496390
9,dev,0.5986,0.4629,0.5220,0.2000,0.0022,0.0044,0.2544,0.1548,0.1925,0.2061,0.3852,0.2686,592,989,1279,2026-01-09T01:22:12.909083
9,test,0.5993,0.4385,0.5064,0.0000,0.0000,0.0000,0.1415,0.0706,0.0942,0.2195,0.4198,0.2883,531,886,1211,2026-01-09T01:24:25.011966
10,dev,0.5728,0.4769,0.5205,0.2898,0.3661,0.3235,0.3128,0.3161,0.3144,0.0909,0.0027,0.0053,610,1065,1279,2026-01-09T01:31:03.096807
10,test,0.5548,0.4600,0.5029,0.3309,0.3982,0.3615,0.2114,0.2165,0.2139,0.4167,0.0146,0.0282,557,1004,1211,2026-01-09T01:33:13.866549
10,test,0.5548,0.4600,0.5029,0.3309,0.3982,0.3615,0.2114,0.2165,0.2139,0.4167,0.0146,0.0282,557,1004,1211,2026-01-09T01:35:24.567028
