epoch,step,loss,timestamp
1,25,1.602227,2026-01-08T14:57:09.451073
1,50,2.186822,2026-01-08T14:58:02.998901
2,25,3.014082,2026-01-08T15:03:44.806191
2,50,2.112287,2026-01-08T15:04:38.344893
3,25,2.546142,2026-01-08T15:10:19.704848
3,50,1.675428,2026-01-08T15:11:13.227239
4,25,2.053701,2026-01-08T15:16:54.639791
4,50,1.628220,2026-01-08T15:17:48.127835
5,25,1.908487,2026-01-08T15:23:29.684348
5,50,1.517052,2026-01-08T15:24:23.196243
6,25,2.025920,2026-01-08T15:30:05.654873
6,50,1.700534,2026-01-08T15:30:59.156341
7,25,2.145986,2026-01-08T15:36:41.010821
7,50,1.789260,2026-01-08T15:37:34.558619
8,25,2.253481,2026-01-08T15:43:17.321723
8,50,1.535019,2026-01-08T15:44:10.862018
9,25,2.075408,2026-01-08T15:49:53.270039
9,50,1.410191,2026-01-08T15:50:46.799233
10,25,1.974910,2026-01-08T15:56:29.131532
10,50,1.295641,2026-01-08T15:57:22.630567
