epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.5414,0.3526,0.4271,0.2150,0.1473,0.1748,0.5395,0.3527,0.4265,0.3423,0.2077,0.2585,451,833,1279,2026-01-11T17:49:18.502484
1,test,0.5211,0.3361,0.4086,0.2516,0.1772,0.2080,0.4332,0.2603,0.3252,0.3915,0.2420,0.2991,407,781,1211,2026-01-11T17:51:30.553725
2,dev,0.4791,0.3667,0.4154,0.1893,0.1585,0.1725,0.4578,0.4430,0.4503,0.4156,0.1749,0.2462,469,979,1279,2026-01-11T18:02:39.392859
2,test,0.4856,0.3485,0.4058,0.2316,0.1860,0.2063,0.4366,0.3771,0.4047,0.4898,0.2099,0.2939,422,869,1211,2026-01-11T18:04:51.429870
3,dev,0.5500,0.4425,0.4905,0.2874,0.2232,0.2513,0.5066,0.4989,0.5027,0.4529,0.2760,0.3430,566,1029,1279,2026-01-11T18:15:59.293589
3,test,0.5213,0.4046,0.4556,0.3260,0.2582,0.2882,0.4392,0.4039,0.4208,0.4700,0.2741,0.3462,490,940,1211,2026-01-11T18:18:11.493359
4,dev,0.6151,0.5223,0.5649,0.3522,0.3750,0.3632,0.6410,0.4839,0.5515,0.4612,0.3251,0.3814,668,1086,1279,2026-01-11T18:29:19.067877
4,test,0.6014,0.4996,0.5458,0.3819,0.4070,0.3941,0.5646,0.3723,0.4487,0.4435,0.3207,0.3723,605,1006,1211,2026-01-11T18:31:31.181633
5,dev,0.6400,0.5504,0.5918,0.4179,0.4263,0.4221,0.5908,0.5247,0.5558,0.4870,0.3060,0.3758,704,1100,1279,2026-01-11T18:42:38.715592
5,test,0.6357,0.5475,0.5883,0.4498,0.4705,0.4599,0.5429,0.4307,0.4803,0.4561,0.3178,0.3746,663,1043,1211,2026-01-11T18:44:50.789712
6,dev,0.5898,0.5676,0.5785,0.4134,0.4531,0.4324,0.6228,0.5290,0.5721,0.3768,0.3552,0.3657,726,1231,1279,2026-01-11T18:55:58.624537
6,test,0.5957,0.5524,0.5733,0.4424,0.4705,0.4560,0.5870,0.4185,0.4886,0.3692,0.3703,0.3697,669,1123,1211,2026-01-11T18:58:11.264244
7,dev,0.5881,0.5817,0.5849,0.4090,0.4665,0.4359,0.5751,0.5269,0.5499,0.3841,0.3443,0.3631,744,1265,1279,2026-01-11T19:09:19.172851
7,test,0.6038,0.5789,0.5911,0.4449,0.4945,0.4684,0.5440,0.4209,0.4746,0.3881,0.3790,0.3835,701,1161,1211,2026-01-11T19:11:31.585528
8,dev,0.5855,0.5919,0.5886,0.4422,0.4442,0.4432,0.5935,0.5527,0.5724,0.3244,0.3634,0.3428,757,1293,1279,2026-01-11T19:22:39.568418
8,test,0.5882,0.5780,0.5831,0.4615,0.4464,0.4538,0.5422,0.4380,0.4845,0.3365,0.4082,0.3689,700,1190,1211,2026-01-11T19:24:51.874372
9,dev,0.6069,0.6013,0.6041,0.4744,0.4554,0.4647,0.5858,0.5505,0.5676,0.3300,0.3607,0.3446,769,1267,1279,2026-01-11T19:35:59.748191
9,test,0.5992,0.5838,0.5914,0.4793,0.4551,0.4669,0.4944,0.4307,0.4603,0.3608,0.4082,0.3830,707,1180,1211,2026-01-11T19:38:12.325780
10,dev,0.6339,0.5754,0.6033,0.4847,0.4241,0.4524,0.5696,0.5806,0.5751,0.3966,0.3197,0.3540,736,1161,1279,2026-01-11T19:49:20.039705
10,test,0.6322,0.5648,0.5966,0.5087,0.4486,0.4767,0.5037,0.4915,0.4975,0.4532,0.3673,0.4058,684,1082,1211,2026-01-11T19:51:32.371378
10,test,0.6322,0.5648,0.5966,0.5087,0.4486,0.4767,0.5037,0.4915,0.4975,0.4532,0.3673,0.4058,684,1082,1211,2026-01-11T19:53:44.562376
