epoch,split,precision_overall,recall_overall,f1_overall,precision_PER,recall_PER,f1_PER,precision_LOC,recall_LOC,f1_LOC,precision_ORG,recall_ORG,f1_ORG,correct,pred_entities,gold_entities,timestamp
1,dev,0.4900,0.4206,0.4527,0.2319,0.2143,0.2227,0.4470,0.3720,0.4061,0.3190,0.2432,0.2760,538,1098,1279,2026-01-12T10:30:40.949823
1,test,0.4674,0.3964,0.4290,0.2563,0.2232,0.2386,0.3372,0.2822,0.3073,0.3493,0.2770,0.3089,480,1027,1211,2026-01-12T10:32:53.291959
2,dev,0.5387,0.3643,0.4347,0.2248,0.1496,0.1796,0.5012,0.4430,0.4703,0.4786,0.1831,0.2648,466,865,1279,2026-01-12T10:44:01.426598
2,test,0.5367,0.3377,0.4146,0.3000,0.1969,0.2378,0.4599,0.3625,0.4054,0.4884,0.1837,0.2669,409,762,1211,2026-01-12T10:46:13.173089
3,dev,0.5359,0.4199,0.4708,0.2797,0.1786,0.2180,0.4766,0.5032,0.4895,0.4550,0.2760,0.3435,537,1002,1279,2026-01-12T10:57:21.546830
3,test,0.5016,0.3782,0.4313,0.3300,0.2166,0.2616,0.3753,0.3698,0.3725,0.4853,0.2886,0.3620,458,913,1211,2026-01-12T10:59:33.640278
4,dev,0.6131,0.5129,0.5585,0.3846,0.3348,0.3580,0.5950,0.5118,0.5503,0.4542,0.3388,0.3881,656,1070,1279,2026-01-12T11:10:41.730219
4,test,0.5882,0.4872,0.5330,0.4163,0.3698,0.3917,0.4926,0.4063,0.4453,0.4444,0.3265,0.3765,590,1003,1211,2026-01-12T11:12:54.083434
5,dev,0.6173,0.5676,0.5914,0.4194,0.4353,0.4272,0.5675,0.5333,0.5499,0.4389,0.3142,0.3662,726,1176,1279,2026-01-12T11:24:02.211818
5,test,0.6171,0.5417,0.5770,0.4391,0.4420,0.4406,0.5205,0.4331,0.4728,0.4664,0.3440,0.3960,656,1063,1211,2026-01-12T11:26:14.474327
6,dev,0.6018,0.5754,0.5883,0.4032,0.4554,0.4277,0.6214,0.5118,0.5613,0.3981,0.3525,0.3739,736,1223,1279,2026-01-12T11:37:22.946326
6,test,0.6091,0.5648,0.5861,0.4129,0.4617,0.4360,0.5878,0.4234,0.4922,0.4091,0.3673,0.3871,684,1123,1211,2026-01-12T11:39:35.364559
7,dev,0.5939,0.5809,0.5874,0.3974,0.4799,0.4348,0.6100,0.5247,0.5642,0.4080,0.3333,0.3669,743,1251,1279,2026-01-12T11:50:43.817101
7,test,0.5925,0.5632,0.5775,0.4197,0.4858,0.4503,0.5350,0.4088,0.4634,0.4094,0.3557,0.3807,682,1151,1211,2026-01-12T11:52:56.219973
8,dev,0.5830,0.5739,0.5784,0.4221,0.4353,0.4286,0.6114,0.5312,0.5685,0.3429,0.3579,0.3503,734,1259,1279,2026-01-12T12:04:04.765747
8,test,0.5876,0.5623,0.5747,0.4477,0.4398,0.4437,0.5301,0.4282,0.4738,0.3723,0.3994,0.3854,681,1159,1211,2026-01-12T12:06:17.173858
9,dev,0.5932,0.5895,0.5914,0.4712,0.4375,0.4537,0.5826,0.5462,0.5638,0.3220,0.3607,0.3402,754,1271,1279,2026-01-12T12:17:25.612341
9,test,0.5851,0.5706,0.5778,0.4843,0.4376,0.4598,0.4863,0.4331,0.4582,0.3597,0.4111,0.3837,691,1181,1211,2026-01-12T12:19:37.987108
10,dev,0.6253,0.5794,0.6015,0.4668,0.4241,0.4444,0.5842,0.5892,0.5867,0.4007,0.3306,0.3623,741,1185,1279,2026-01-12T12:30:46.451958
10,test,0.6319,0.5698,0.5992,0.5049,0.4486,0.4751,0.5077,0.4842,0.4956,0.4491,0.3732,0.4076,690,1092,1211,2026-01-12T12:32:58.830320
10,test,0.6319,0.5698,0.5992,0.5049,0.4486,0.4751,0.5077,0.4842,0.4956,0.4491,0.3732,0.4076,690,1092,1211,2026-01-12T12:35:11.106152
